UID,COLLECTION,TCP,EEBO,ECCO,VID,Book ID,STC,ESTC,Status,Author,Date,Title,Terms,Publisher,Pages,Word Count
,Navigations,A08148,,,,,,,,,1639,The Norimberg curranto of this week,,,,
,Navigations,A08149,,,,,,,,,1639,Numb. 86 The curranto this weeke fr,,,,
,Navigations,A08150,,,,,,,,,1621,Newes from Poland.,,,,
,Navigations,A08151,,,,,,,,,1625,A continuation of all the principal,,,,
,Navigations,A08152,,,,,,,,,1622,Newes from the Palatinate.,,,,
,Navigations,A08153,,,,,,,,,1621,"The certaine and true newes, from a",,,,
,Navigations,A08154,,,,,,,,,1622,Nevves from Turkie and Poland. Or A,,,,
,Navigations,A08155,,,,,,,,,1622,A true relation of all such battail,,,,
,Navigations,A08156,,,,,,,,,1622,Three great overthrovves,,,,
,Navigations,A08157,,,,,,,,,1622,Good nevves from Alsasia and the Pa,,,,
,Navigations,A08158,,,,,,,,,1622,More nevves from the Palatinate,,,,
,Navigations,A08159,,,,,,,,,1622,Coppies of letters sent from person,,,,
,Navigations,A08160,,,,,,,,,1622,A letter sent from Maynhem concerni,,,,
,Navigations,A08161,,,,,,,,,1622,The true copies of tvvo especiall l,,,,
,Navigations,A08162,,,,,,,,,1622,The strangling and death of the Gre,,,,
,Navigations,A08163,,,,,,,,,1622,The relation of all the last passag,,,,
,Navigations,A08164,,,,,,,,,1622,A tru[e] relati[on] of the pro[cee],,,,
,Navigations,A08165,,,,,,,,,1622,The 14. of September. A relation of,,,,
,Navigations,A08166,,,,,,,,,1622,"A true and faithfull relation, pres",,,,
,Navigations,A08167,,,,,,,,,1622,The fourth of September. Newes from,,,,
,Navigations,A08168,,,,,,,,,1622,The 4. of Octob: 1622. A true relat,,,,
,Navigations,A08169,,,,,,,,,1622,Nouemb. 28. Numb. 9. Briefe abstrac,,,,
,Navigations,A08170,,,,,,,,,1623,A new suruey of the affaires of Eur,,,,
,Navigations,A08210,,,,,,,,,1626,Sir Francis Drake reuiued,,,,
,Navigations,A08239,,,,,,,,,1585,"The nauigations, peregrinations and",,,,
,Navigations,A08258,,,,,,,,,1607,The three English brothers.,,,,
,Navigations,A08306,,,,,,,,,1593,Speculum Britanniae. The first part,,,,
,Navigations,A08307,,,,,,,,,1598,1598 Speculi Britan[n]i{aelig} pars,,,,
,Navigations,A08332,,,,,,,,,1581,"The description of Swedland, Gotlan",,,,
,Navigations,A08441,,,,,,,,,1600,The heroicall aduentures of the kni,,,,
,Navigations,A08454,,,,,,,,,1505,Here begynneth Octauyan the Emperou,,,,
,Navigations,A08479,,,,,,,,,1619,Newes out of Holland: concerning Ba,,,,
,Navigations,A08536,,,,,,,,,1608,Theatrum orbis terrarum Abrahami Or,,,,
,Navigations,A08874,,,,,,,,,1606,An essay of the meanes hovv to make,,,,
,Navigations,A08919,,,,,,,,,1590,The miserable estate of the citie o,,,,
,Navigations,A09051,,,,,,,,,1601,A new and large discourse of the tr,,,,
,Navigations,A09178,,,,,,,,,1589,A briefe description of Ireland: ma,,,,
,Navigations,A09429,,,,,,,,,1578,A true discourse of the late voyage,,,,
,Navigations,A09478,,,,,,,,,1603,A true reporte of three straunge an,,,,
,Navigations,A09512,,,,,,,,,1613,"Lamentable newes, shewing the wonde",,,,
,Navigations,A09559,,,,,,,,,1625,"The Spanish pilgrime: or, An admira",,,,
,Navigations,A09829,,,,,,,,,1579,The most noble and famous trauels o,,,,
,Navigations,A10228,,,,,,,,,1613,Purchas his pilgrimage. Or Relation,,,,
,Navigations,A10231,,,,,,,,,1626,Purchas his pilgrimage. Or Relation,,,,
,Navigations,A10354,,,,,,,,,1596,"The discouerie of the large, rich,",,,,
,Navigations,A10439,,,,,,,,,1520,A new iuterlude [sic] and a mery of,,,,
,Navigations,A10591,,,,,,,,,1622,True relation vvithout all exceptio,,,,
,Navigations,A10593,,,,,,,,,1620,Two very lamentable relations,,,,
,Navigations,A10692,,,,,,,,,1563,The whole and true discouerye of Te,,,,
,Navigations,A10725,,,,,,,,,1610,Nevves from Virginia.,,,,
,Navigations,A10728,,,,,,,,,1509,Kynge Rycharde cuer du lyon.,,,,
,Navigations,A10798,,,,,,,,,1500,Here beginneth the lyf of the moste,,,,
,Navigations,A10859,,,,,,,,,1628,Nevves from Aleppo.,,,,
,Navigations,A11027,,,,,,,,,1595,"Nevves from Rome, Venice, and Vienn",,,,
,Navigations,A11056,,,,,,,,,1605,A true relation of the most prosper,,,,
,Navigations,A11082,,,,,,,,,1637,Arch{aelig}ologi{aelig} Attic{aelig,,,,
,Navigations,A11090,,,,,,,,,1576,The post of the vvorld.,,,,
,Navigations,A11332,,,,,,,,,1600,A true report and description of th,,,,
,Navigations,A11529,,,,,,,,,1587,A true discription and breefe disco,,,,
,Navigations,A11564,,,,,,,,,1542,Heuy newes of an horryble earth qua,,,,
,Navigations,A11585,,,,,,,,,1619,The relation of a wonderfull voiage,,,,
,Navigations,A11767,,,,,,,,,1606,An exact discourse of the subtiltie,,,,
,Navigations,A11831,,,,,,,,,1621,A true relation of a wonderfull sea,,,,
,Navigations,A11841,,,,,,,,,1563,A co[m]mendation of the adue[n]teru,,,,
,Navigations,A12119,,,,,,,,,1613,Sir Antony Sherley his relation of,,,,
,Navigations,A12274,,,,,,,,,1628,A friend to navigation plainely exp,,,,
,Navigations,A12458,,,,,,,,,1631,Advertisements for the unexperience,,,,
,Navigations,A12460,,,,,,,,,1616,A description of New England: or Th,,,,
,Navigations,A12461,,,,,,,,,1624,"The generall historie of Virginia,",,,,
,Navigations,A12466,,,,,,,,,1612,A map of Virginia.,,,,
,Navigations,A12471,,,,,,,,,1630,"The true travels, adventures, and o",,,,
,Navigations,A12598,,,,,,,,,1640,The antiquities of Canterbury. Or a,,,,
,Navigations,A12615,,,,,,,,,1609,"Virginia richly valued, by the desc",,,,
,Navigations,A12689,,,,,,,,,1623,A true relation of that vvhich late,,,,
,Navigations,A12718,,,,,,,,,1627,"England, Wales, Scotland and Irelan",,,,
,Navigations,A13053,,,,,,,,,1633,The survey of London,,,,
,Navigations,A13152,,,,,,,,,1638,Articles of enquirie to be ministre,,,,
,Navigations,A13218,,,,,,,,,1632,A Short survey of the kingdome of S,,,,
,Navigations,A13478,,,,,,,,,1623,"A new discouery by sea, with a vvhe",,,,
,Navigations,A13484,,,,,,,,,1639,"Part of this summers travels, or Ne",,,,
,Navigations,A13485,,,,,,,,,1618,"The pennyles pilgrimage, or The mon",,,,
,Navigations,A13508,,,,,,,,,1620,Taylor his trauels: from the citty,,,,
,Navigations,A13513,,,,,,,,,1617,"Three vveekes, three daies, and thr",,,,
,Navigations,A13519,,,,,,,,,1622,A verry merry vvherry-ferry-voyage:,,,,
,Navigations,A13585,,,,,,,,,1589,Temporis filia veritas.,,,,
,Navigations,A13665,,,,,,,,,1568,"The new found vvorlde, or Antarctik",,,,
,Navigations,A13781,,,,,,,,,1603,A true and strange discourse of the,,,,
,Navigations,A14029,,,,,,,,,1575,The traueiler of Ierome Turler,,,,
,Navigations,A14203,,,,,,,,,1638,"Nevves from America; or, A new and",,,,
,Navigations,A14275,,,,,,,,,1590,A tale of tvvo swannes.,,,,
,Navigations,A14325,,,,,,,,,1628,"The baths of Bathe: or, A necessary",,,,
,Navigations,A14328,,,,,,,,,1620,"Via recta ad vitam longam, or A pla",,,,
,Navigations,A14397,,,,,,,,,1566,Newes from Vienna the 5. day of Aug,,,,
,Navigations,A14421,,,,,,,,,1627,A iovrnall of all the proceedings o,,,,
,Navigations,A14605,,,,,,,,,1615,Certaine wholesome obseruations and,,,,
,Navigations,A14712,,,,,,,,,1641,"The wandring Jew; or, The shoomaker",,,,
,Navigations,A14803,,,,,,,,,1622,A declaration of the state of the c,,,,
,Navigations,A14850,,,,,,,,,1590,The rare and most vvonderfull thing,,,,
,Navigations,A14896,,,,,,,,,1624,Novem. 24 Num. 7. The weekely newes,,,,
,Navigations,A14925,,,,,,,,,1622,A true and ample relation of all su,,,,
,Navigations,A15050,,,,,,,,,1613,Good nevves from Virginia.,,,,
,Navigations,A15069,,,,,,,,,1620,A discourse and discouery of Nevv-f,,,,
,Navigations,A15072,,,,,,,,,1622,A discourse containing a louing inu,,,,
,Navigations,A15572,,,,,,,,,1613,The last terrible tempestious winde,,,,
,Navigations,A15589,,,,,,,,,1621,A letetr [sic] vvritten by Captaine,,,,
,Navigations,A15685,,,,,,,,,1634,Nevv Englands prospect{middot},,,,
,Navigations,A16125,,,,,,,,,1542,A godly consultation vnto the breth,,,,
,Navigations,A16195,,,,,,,,,1596,Astrolabium vranicum generale.,,,,
,Navigations,A16495,,,,,,,,,1624,An encouragement to colonies{middot,,,,
,Navigations,A16507,,,,,,,,,1630,The mapp and description of Nevv-En,,,,
,Navigations,A16695,,,,,,,,,1521,Here begynneth the lyfe of saynt Br,,,,
,Navigations,A17074,,,,,,,,,1638,"Newes from the East-Indies; or, a v",,,,
,Navigations,A17832,,,,,,,,,1637,"Britain, or A chorographicall descr",,,,
,Navigations,A17848,,,,,,,,,1605,"Remaines of a greater worke, concer",,,,
,Navigations,A17890,,,,,,,,,1599,The conquest of the Grand Canaries,,,,
,Navigations,A17891,,,,,,,,,1583,A pleasant description of the fortu,,,,
,Navigations,A17958,,,,,,,,,1602,The survey of Cornvvall. Written by,,,,
,Navigations,A18057,,,,,,,,,1580,A shorte and briefe narration of th,,,,
,Navigations,A18071,,,,,,,,,1611,The preachers trauels.,,,,
,Navigations,A18330,,,,,,,,,1591,The valiant and most laudable fight,,,,
,Navigations,A18449,,,,,,,,,1622,A Relation of a sea-fight betweene,,,,
,Navigations,A18468,,,,,,,,,1625,A relation of the glorious triumphs,,,,
,Navigations,A18475,,,,,,,,,1625,A true discourse of all the royal p,,,,
,Navigations,A18616,,,,,,,,,1577,The strange and marueilous newes la,,,,
,Navigations,A18686,,,,,,,,,1595,"The estate of Christians, liuing vn",,,,
,Navigations,A18694,,,,,,,,,1593,A true discourse vvherin is set dow,,,,
,Navigations,A18769,,,,,,,,,1587,The vvorthines of VVales,,,,
,Navigations,A19038,,,,,,,,,1518,[Cocke Lorelles bote.].,,,,
,Navigations,A19054,,,,,,,,,1624,Nevves out of East India,,,,
,Navigations,A19265,,,,,,,,,1576,"A godlie sermon, preached on Newe y",,,,
,Navigations,A19381,,,,,,,,,1618,Mr Thomas Coriat to his friends in,,,,
,Navigations,A19384,,,,,,,,,1616,Thomas Coriate traueller for the En,,,,
,Navigations,A19470,,,,,,,,,1612,A true and almost incredible report,,,,
,Navigations,A19644,,,,,,,,,1625,"Belgiaes troubles, and triumphs.",,,,
,Navigations,A19674,,,,,,,,,1637,A true relation of all the remarkab,,,,
,Navigations,A19676,,,,,,,,,1632,Militarie instructions for the cava,,,,
,Navigations,A19729,,,,,,,,,1622,A sermon preached at Plimmoth in Ne,,,,
,Navigations,A19774,,,,,,,,,1605,A suruey of the great dukes state o,,,,
,Navigations,A19775,,,,,,,,,1604,The vievv of Fraunce.,,,,
,Navigations,A19936,,,,,,,,,1614,A true relation of the travailes an,,,,
,Navigations,A20033,,,,,,,,,1513,Syr Degore.,,,,
,Navigations,A20049,,,,,,,,,1577,The history of trauayle in the VVes,,,,
,Navigations,A20377,,,,,,,,,1633,Profitable instructions,,,,
,Navigations,A20662,,,,,,,,,1600,A true report of a most famous vict,,,,
,Navigations,A20784,,,,,,,,,1628,The vvorld encompassed by Sir Franc,,,,
,Navigations,A20847,,,,,,,,,1612,Poly-Olbion by Michaell{middot} Dra,,,,
,Navigations,A20849,,,,,,,,,1622,"[Poly-Olbion. Part 2] The second part, or a continuance of Poly-Olbion from the eighteenth song",,,,
,Navigations,A20999,,,,,,,,,1609,A true discourse of the discouerie,,,,
,Navigations,A21083,,,,,,,,,1603,A letter vvritten to the right vvor,,,,
,Navigations,A21093,,,,,,,,,1622,A courante of newes from the East I,,,,
,Navigations,A21094,,,,,,,,,1603,A true and large discourse of the v,,,,
,Navigations,A21201,,,,,,,,,1555,"The copie of a letter sent in to Scotlande :$bof the arivall and landynge, and most noble marryage of ... Philippe, prynce of Spaine to the ... Princes Marye quene of England solemnisated [sic] in the citie of Winchester : and howe he was receyved ... at Windsore, and of his ... entries in ... London : whereunto is added a brefe ouerture or openyng of the legacion of the most reuerend father in God Lord Cardinall Poole ... for the reconcilement of the realme of Englande to the vnitie of the Catholyke churche : with the very copye also of the supplycaci&otilde; exhibited to their highnesses by the three estates assembled in the parlamente, wherin they representing the whole body of the realme ... haue submitted thes&cmbtilde;elues to the popes holynesse.",,,,
,Navigations,A21219,,,,,,,,,1592,The suruay or topographical descrip,,,,
,Navigations,A21246,,,,,,,,,1592,Speeches deliuered to Her Maiestie,,,,
,Navigations,A21330,,,,,,,,,1520,Of the newe la[n]des and of ye peop,,,,
,Navigations,A21666,,,,,,,,,1564,By the Quene. Where the auncient en,,,,
,Navigations,A21711,,,,,,,,,1569,By the Queene. A proclamation to represse all piracies and depredations vpon the seas,,,,
,Navigations,A21741,,,,,,,,,1572,By the Queene. Forasmuche as it is,,,,
,Navigations,A21757,,,,,,,,,1573,By the Queene. Whereas certayne obs,,,,
,Navigations,A21771,,,,,,,,,1618,By the Queene. Whereas of late yeer,,,,
,Navigations,A21872,,,,,,,,,1591,By the Queene. A proclamation to fo,,,,
,Navigations,A21876,,,,,,,,,1591,Articles concerning the Admirality,,,,
,Navigations,A21923,,,,,,,,,1596,By the Queene. The Queenes Maiestie,,,,
,Navigations,A22026,,,,,,,,,1606,By the King,,,,
,Navigations,A22067,,,,,,,,,1611,By the King,,,,
,Navigations,A22107,,,,,,,,,1614,By the King. A proclamation prohibi,,,,
,Navigations,A22111,,,,,,,,,1615,"By the King. A proclamation, prohib",,,,
,Navigations,A22146,,,,,,,,,1617,By the King. A proclamation for res,,,,
,Navigations,A22151,,,,,,,,,1618,By the lords of His Maiesties priui,,,,
,Navigations,A22176,,,,,,,,,1550,A treatyse of the state and disposi,,,,
,Navigations,A22227,,,,,,,,,1620,By the King. A proclamation declari,,,,
,Navigations,A22298,,,,,,,,,1623,By the King. Whereas wee for the co,,,,
,Navigations,A22342,,,,,,,,,1625,By the King,,,,
,Navigations,A22364,,,,,,,,,1625,By the King,,,,
,Navigations,A22396,,,,,,,,,1625,By the King,,,,
,Navigations,A22405,,,,,,,,,1626,By the King,,,,
,Navigations,A22436,,,,,,,,,1627,By the King,,,,
,Navigations,A22448,,,,,,,,,1627,By the King,,,,
,Navigations,A22536,,,,,,,,,1630,By the King,,,,
,Navigations,A22549,,,,,,,,,1632,By the King,,,,
,Navigations,A22581,,,,,,,,,1634,By the King,,,,
,Navigations,A22595,,,,,,,,,1635,By the King,,,,
,Navigations,A22603,,,,,,,,,1636,By the King,,,,
,Navigations,A22705,,,,,,,,,1605,"Articles of peace, entercourse, and",,,,
,Navigations,A22706,,,,,,,,,1606,Articles concluded at Paris the xxi,,,,
,Navigations,A22749,,,,,,,,,1630,"Articles of peace, entercourse, and",,,,
,Navigations,A22928,,,,,,,,,1604,The naturall and morall historie of,,,,
,Navigations,A23592,,,,,,,,,1502,Tabula.,,,,
,Navigations,A23821,,,,,,,,,1699,An account of a voyage from Archang,,,,
,Navigations,A23984,,,,,,,,,1684,An Abstract of the procedure of Fra,,,,
,Navigations,A24051,,,,,,,,,1681,An Abstract or abbreviation of some,,,,
,Navigations,A24464,,,,,,,,,1689,"An Account of Dundees rendezvouse,",,,,
,Navigations,A24610,,,,,,,,,1700,An account of Saint Sebastian in re,,,,
,Navigations,A25194,,,,,,,,,1681,"Aloisia, or, The amours of Octavia",,,,
,Navigations,A25198,,,,,,,,,1666,A character of the province of Mary,,,,
,Navigations,A25200,,,,,,,,,1679,"A sermon preached at sea, before th",,,,
,Navigations,A25307,,,,,,,,,1689,An Account of the joyning of Major-,,,,
,Navigations,A25311,,,,,,,,,1689,The Amours of the Sultana of Barbar,,,,
,Navigations,A25336,,,,,,,,,1690,An Account of the late action and d,,,,
,Navigations,A25495,,,,,,,,,1696,Answers for the African Company to,,,,
,Navigations,A25521,,,,,,,,,1697,"An answer to a late tract, entitule",,,,
,Navigations,A25581,,,,,,,,,1700,An Answer to the case of the old Ea,,,,
,Navigations,A25630,,,,,,,,,1676,An Answer to two letters concerning,,,,
,Navigations,A25912,,,,,,,,,1642,Articles against the Lord Mandevill,,,,
,Navigations,A25925,,,,,,,,,1652,Articles of agreements made and con,,,,
,Navigations,A25991,,,,,,,,,1689,An Account of the state of the Fren,,,,
,Navigations,A25996,,,,,,,,,1682,"Carolina, or, A description of the",,,,
,Navigations,A26179,,,,,,,,,1694,An account of the tryals of Captain,,,,
,Navigations,A26257,,,,,,,,,1696,"An Account of what English men of war have been taken, or otherwise lost, during the present war :$bwith some observations upon a late printed paper concerning that matter.",,,,
,Navigations,A26262,,,,,,,,,1693,Travels into divers parts of Europe,,,,
,Navigations,A26310,,,,,,,,,1691,A new journal of Italy,,,,
,Navigations,A26378,,,,,,,,,1671,"West Barbary, or, A short narrative",,,,
,Navigations,A26414,,,,,,,,,1664,"A letter sent from Syrranam, to His",,,,
,Navigations,A26631,,,,,,,,,1675,An historical relation of the first,,,,
,Navigations,A27375,,,,,,,,,1690,The reviv'd fugitive,,,,
,Navigations,A27515,,,,,,,,,1676,The history of the late revolution,,,,
,Navigations,A27606,,,,,,,,,1693,Evangelical repentance unto salvati,,,,
,Navigations,A27622,,,,,,,,,1698,A review of what God hath been plea,,,,
,Navigations,A27738,,,,,,,,,1683,A true account of a letter sent fro,,,,
,Navigations,A28304,,,,,,,,,1699,A description of the province and b,,,,
,Navigations,A28352,,,,,,,,,1651,The discovery of Nevv Brittaine,,,,
,Navigations,A28360,,,,,,,,,1698,A small account given forth by one,,,,
,Navigations,A28392,,,,,,,,,1672,A Description of the island of Jama,,,,
,Navigations,A28398,,,,,,,,,1687,The present state of His Majesties,,,,
,Navigations,A28496,,,,,,,,,1657,Irelands naturall history,,,,
,Navigations,A28784,,,,,,,,,1657,A book of the continuation of forre,,,,
,Navigations,A28785,,,,,,,,,1657,A Book of the names of all parishes,,,,
,Navigations,A28809,,,,,,,,,1647,A briefe discovery or description o,,,,
,Navigations,A29216,,,,,,,,,1698,A journal of the embassy from their,,,,
,Navigations,A29331,,,,,,,,,1655,A narrative of the proceedings of a,,,,
,Navigations,A29339,,,,,,,,,1684,A breviate of the proceedings of Fr,,,,
,Navigations,A29361,,,,,,,,,1687,A new description of Paris,,,,
,Navigations,A29431,,,,,,,,,1680,"A brief compendium of the birth, ed",,,,
,Navigations,A29439,,,,,,,,,1666,A brief description of the province,,,,
,Navigations,A29477,,,,,,,,,1664,A brief relation of the present sta,,,,
,Navigations,A29602,,,,,,,,,1662,A clear voice of truth sounded fort,,,,
,Navigations,A29627,,,,,,,,,1694,An historical account of Mr. Rogers,,,,
,Navigations,A29631,,,,,,,,,1700,"Travels over England, Scotland and",,,,
,Navigations,A29768,,,,,,,,,1700,"Amusements serious and comical, cal",,,,
,Navigations,A29825,,,,,,,,,1677,An account of several travels throu,,,,
,Navigations,A29826,,,,,,,,,1685,A brief account of some travels in,,,,
,Navigations,A29924,,,,,,,,,1670,A journey into Spain,,,,
,Navigations,A29941,,,,,,,,,1676,"Camera regis, or, A short view of L",,,,
,Navigations,A30001,,,,,,,,,1697,An essay on poetry; written by the,,,,
,Navigations,A30076,,,,,,,,,1649,"Virginia impartially examined, and",,,,
,Navigations,A30142,,,,,,,,,1700,Letters write [sic] to a friend,,,,
,Navigations,A30215,,,,,,,,,1671,A relation of a journey of the Righ,,,,
