UID,COLLECTION,TCP,EEBO,ECCO,VID,Book ID,STC,ESTC,Status,Author,Date,Title,Terms,Publisher,Pages,Word Count
,Ecco-TCP,K000791.000,,CW124700636,,,,N1306,,"Gentleman, Francis, 1728-1784.",1764,The general. A poem: Respectfully inscribed to the Right Honourable the Marquis of Granby. By the author of A trip to the moon.,,"London : printed for W. Nicoll, and W. Bristow; and C. Etherington, in York,",,
,Ecco-TCP,K000841.000,,CW107163639,,,,N1363,,"Fordyce, George, 1736-1802.",1770,"Elements of the practice of physic: Part the first. Containing the natural history of the human body. By George Fordyce, ...",,"London : printed for Johnson and Payne,",,
,Ecco-TCP,K000913.000,,CW109533911,,,,N1476,,"Savage, Richard, d. 1743.",1732,An epistle to the Right Honourable Sir Robert Walpole: ... By Richard Savage esq;.,,"London : printed for J. Roberts,",,
,Ecco-TCP,K000923.000,,CW109392492,,,,N1487,,"Morley, John, d. 1776.",1763,"An essay on the nature and cure of the king's evil: deduced from observations and practice. The second edition: with an addition of remarkable cases of poor sufferers, cured by the author. ...",,"London : printed for James Buckland; and sold by T. Toft, in Chelmsford,",,
,Ecco-TCP,K000924.000,,CW111153917,,,,N1488,,"Pope, Alexander, 1688-1744.",1728,"The history of the Norfolk steward continued: In two parts. Part I. Containing an account of Mr. Lyn's private character, ... Part II. Containing some farther account of Mr. Lyn's management, ...",,"[Dublin] : London: printed, and Dublin re-printed in the year,",,
,Ecco-TCP,K000934.000,,CW105901409,,,,N1500,,"Paine, Thomas, 1737-1809.",[1796?],"The American crisis, and a letter to Sir Guy Carleton, on the murder of Captain Huddy, and the intended retaliation on Captain Asgill, of the Guards. By Thomas Paine,:",,"London : printed and sold by Daniel Isaac Eaton,",,
,Ecco-TCP,K000944.000,,CW110969278,,,,N1512,,"Churchill, Charles, 1731-1764.",1762,An epistle to the author of The four farthing candles: By the author of The Rosciad of C-v-nt-G-rd-n.,,"London : printed for the author, and sold by J. Gretton; and W. Nicoll,",,
,Ecco-TCP,K000958.000,,CW116877807,,,,N1526,,"Kemble, John Philip, 1757-1823.",1763,"The female officer: or the humours of the army, a comedy. Altered from Shadwell.",,"Dublin : printed by James Hoey,",,
,Ecco-TCP,K001031.000,,CW110345043,,,,N1624,,"Pott, Percivall, 1714-1788.",1765,"An account of a particular kind of rupture, frequently attendant upon new-born children: and sometimes met with in adults; viz. that in which the intestine, ... is found in the same cavity, and in contact with the testicle. By Percival Pott, ...",,"London : printed for L. Hawes, W. Clarke, and R. Collins,",,
,Ecco-TCP,K001036.000,,CW108100604,,,,N1634,,"Nolan, William, 18th cent.",1786,An essay on humanity: or a view of abuses in hospitals. With a plan for correcting them. By William Nolan.,,"London : printed for the author, and sold by J. Murray,",,
,Ecco-TCP,K001048.000,,CW110437202,,,,N1651,,"Defoe, Daniel, 1661?-1731.",1710,An answer to The tale of a nettle: Written by D. D'Foe.,,"Oxford [i.e.London?] : printed in the year,",,
,Ecco-TCP,K001056.000,,CW108205115,,,,N1663,,,1772,An essay on the force of imagination in pregnant women: Addressed to the ladies.,,"London : printed for R. Baldwin,",,
,Ecco-TCP,K001133.000,,CW117776505,,,,N1762,,"More, Hannah, 1745-1833.",[1795?],"The carpenter: or, the danger of evil company.",,"[Bath] : Sold by S. Hazard, at Bath; by J. Marshall, Cheap-side, and Aldermary church-yard; R. White, London; and by all booksellers, newsmen, and hawkers, in town and country,",,
,Ecco-TCP,K001176.000,,CW110438241,,,,N1818,,"Murphy, Arthur, 1727-1805.",1769,Genuine memoirs of the life and adventures of the celebrated Miss Ann Elliot: Written by a gentleman intimately acquainted with her; ...,,"London : printed for J. Fell; and J. Roson,",,
,Ecco-TCP,K001204.000,,CW105398306,,,,N1855,,"Francis, Philip, Sir, 1740-1818.",1787],"House of Commons, Tuesday, 11th December, 1787. Mr. Francis. Mr. Speaker, before I offer any thing to the consideration of the House:",,"[London, ",,
,Ecco-TCP,K001297.000,,CW107166824,,,,N2009,,"Cheyne, George, 1673-1743.",1721,"An essay on the gout: with an account of the nature and qualities of the Bath waters. Intended for the benefit of Richard Tennison, Esq; By Geo. Cheyne, ...",,"Dublin : re-printed by and for George Grierson,",,
,Ecco-TCP,K001310.000,,CW106096824,,,,N2029,,"Defoe, Daniel, 1661?-1731.",1705,Advice to all parties: By the author of The true-born English-man.,,"London : printed: and are to sold by Benj. Bragg,",,
,Ecco-TCP,K001312.000,,CW112773663,,,,N2031,,"O'Keeffe, John, 1747-1833.",1783,The agreeable surprise: A comic opera. In two acts. By Mr. O'Keefe. The music composed by Dr. Arnold.,,"Newry : printed by R. Stevenson,",,
,Ecco-TCP,K001334.001,,CW110092726,,,,N2062,,"Goldsmith, Oliver, 1730?-1774.",1762,"The citizen of the world: or, letters from a Chinese philosopher, residing in London, to his friends in the east. ... [pt.1]",,"Dublin : printed for George and Alex. Ewing,",,
,Ecco-TCP,K001334.002,,CW110092726,,,,N2062,,"Goldsmith, Oliver, 1730?-1774.",1762,"The citizen of the world: or, letters from a Chinese philosopher, residing in London, to his friends in the east. ... [pt.2]",,"Dublin : printed for George and Alex. Ewing,",,
,Ecco-TCP,K001365.000,,CW106992075,,,,N2099,,"Berkenhout, John, 1730?-1791.",1783,"An essay on the bite of a mad dog: in which the claim to infallibility of the principal preservative remedies against the hydrophobia is examined. By John Berkenhout, M.D.",,"London : printed for R. Baldwin,",,
,Ecco-TCP,K001382.000,,CW109542864,,,,N2120,,"Jephson, Robert, 1736-1803.",1783,"The hotel: or, the servant with two masters. As it was performed at the Theatre-Royal, Smock-Alley, with distinguished applause:",,"Cork : printed for Anthony Edwards,",,
,Ecco-TCP,K001415.000,,CW109771626,,,,N2164,,"Hill, Aaron, 1685-1750.",1708,The invasion: a poem to the Queen: By Mr. Hill.,,"London : printed for Tho. Bickerton,",,
,Ecco-TCP,K001439.000,,CW106096841,,,,N2191,,"Defoe, Daniel, 1661?-1731.",1705],An answer to the L--d H----sham's speech: By Daniel D'Foe.,,"[London : printed in the year,",,
,Ecco-TCP,K001461.000,,CW110437203,,,,N2220,,"Defoe, Daniel, 1661?-1731.",1711],"Captain Tom's remembrance to his old friends the mobb of London, Westminster, Southwark, and Wapping:",,"[London, ",,
,Ecco-TCP,K001482.000,,CW109777518,,,,N2249,,"Dibdin, Charles, 1745-1814.",1785,"Clump and Cudden: or, the review: a comic musical piece, in one act, as it is performed at the Royal Circus. Written and composed by Mr. Dibdin.",,"[London?] : Printed in the year,",,
,Ecco-TCP,K001511.000,,CW109777899,,,,N2285,,"Carey, George Saville, 1743-1807.",1766,"The flights of fancy: being a collection of original pieces, in verse and prose, never before publish'd.",,"London : printed for the author, and sold by J. Williams; W. Flexney, Holbourn; T. Toft and R. Lobb, also L. Hassall, Chelmsford,",,
,Ecco-TCP,K001562.000,,CW108125369,,,,N2355,,,1766,"Inoculation made easy: Containing a full and true discovery of the method practised in the county of Essex. ... With a true receipt to make the preparative powders, repellent pills, and the punch used in inoculation.",,"London : printed for the author; and sold by R. Withy; T. Vernor and J. Chater; and L. Hassall, at Chelmsford,",,
,Ecco-TCP,K001582.000,,CW100147811,,,,N2387,,"Burgoyne, John, 1722-1792.",1779,"A letter from Lieut. Gen. Burgoyne to his constituents: upon his late resignation; with the correspondences between the Secretaries of War and him, relative to his return to America.",,"London : printed for J. Almon,",,
,Ecco-TCP,K001672.000,,CW109794343,,,,N2550,,"Pinkerton, John, 1758-1826.",1785,"Letters of literature: By Robert Heron, Esq.",,"London : printed for G. G. J. and J. Robinson,",,
,Ecco-TCP,K001755.000,,CW108012816,,,,N2679,,"Clare, Peter, 1738-1786.",1783,"A practical treatise on the gonorrhoea: recommending the use of injection as the most speedy and efficacious method of cure: with a brief account of the remedies which have been used in the lues venerea, from its first appearance in Europe; and a critical enquiry into the present modes of administering mercury. By Peter Clare, surgeon.",,"London : printed for T. Cadell,",,
,Ecco-TCP,K001770.000,,CW120931546,,,,N2705,,"Hume, David, 1711-1776.",1783,"Essays on suicide, and the immortality of the soul: ascribed to the late David Hume, Esq. Never before published. With remarks, intended as an antidote to the poison contained in these performances, by the editor. To which is added, two letters on suicide, from Rosseau's [sic] Eloisa.",,"London : printed for M. Smith; and sold by the booksellers in Piccadilly, Fleet-street, and Paternoster-row,",,
,Ecco-TCP,K001857.000,,CW106991263,,,,N2849,,"Spilsbury, Francis.",1773,"The friendly physician: A new treatise: containing rules, schemes, and particular instructions, how to select and furnish small chests with the most approved necessary medicines; ... To which are added many excellent receipts for particular disorders. Collected from private practice, by F. Spilsbury, chymist.",,"[London] : Sold by Mr. Wilkie, in St. Paul's Church yard; Mr. Stevenson, Newry, in Ireland; Mr. Swinney, Birmingham; Mr. Gilbert, Dublin; Mr. Crowse, Norwich; Mr. Saint, Newcastle on Tyne; and by the author, at No. No. [sic] 5, in Mount Row, near Westminster Bridge,",,
,Ecco-TCP,K001919.000,,CW108210782,,,,N2977,,"Hales, Charles, surgeon.",1754,"The cure of the miliary fever: To which is annex'd, advice to the apothecaries. By Charles Hales, surgeon.",,"London : printed for C. Say,",,
,Ecco-TCP,K001932.000,,CW108104482,,,,N2997,,"Smith, John, fl. 1673-1680.",1723,"The curiosities of common water: or the advantages thereof in preventing and curing many distempers. Gather'd from the writings of several eminent physicians, and also from more than forty years experience. By John Smith, C.M. To which are added, some rules for preserving health by diet.",,"London : printed for J. Roberts; A. Dodd; and J. Fox,",,
,Ecco-TCP,K001985.000,,CW112385961,,,,N3073,,"Congreve, William, 1670-1729.",1704,"Love for love. A comedy: Acted at the Theatre in Little-Lincoln's-Inn-Fields, by His Majesty's servants. Written by Mr. Congreve.",,"London : printed for Jacob Tonson: and sold by R. Wellington, G. Strahan, and B. Lintott,",,
,Ecco-TCP,K002004.000,,CW112301894,,,,N3107,,"Lloyd, Robert, 1733-1764.",1764,The capricious lovers: a comic opera. As it is performed at the Theatre Royal in Drury-Lane. By Mr. Robert Lloyd. The music composed by Mr. Rush.,,"London : printed for R. Withy; W. Griffin; Mr. Becket; and Mr. Davies,",,
,Ecco-TCP,K002009.000,,CW110088372,,,,N3119,,"Bickerstaff, Isaac, 1735-1812.",1763,Love in a village; a comic opera: As it is performed at the Theatre Royal in Covent-Garden.,,"London : printed by W. Griffin; for J. Newbery, and W. Nicoll; G. Kearsly; T. Davies; and J. Walter,",,
,Ecco-TCP,K002071.000,,CW104949382,,,,N3220,,"Trusler, John, 1735-1820.",1784,"A compendium of useful knowledge: containing a concise explanation of every thing a young man ought to know, to enable him to converse on all general topics. ... By the Rev. Dr. John Trusler, ...",,"London : printed for the author, and sold by R. Baldwin,",,
,Ecco-TCP,K002208.000,,CW107406649,,,,N3443,,"Smith, Hugh, 1736?-1789.",1778,"An enlarged syllabus of philosophical lectures: delivered by Hugh Smith ... With the principles on which his conjectures are founded concerning animal life, and the laws of the animal oeconomy. These principles are applied not only to the general doctrine of the glands, but likewise to some new thoughts on the nervous system, the gout, and paralytic complaints.",,"London : printed for L. Davis; J. Robson; J. Dodsley; T. Cadell; G. Kearsly; [and 3 others in London],",,
,Ecco-TCP,K002213.000,,CW108190381,,,,N3449,,"Stern, Philip.",1767,"Medical advice to the consumptive and asthmatic people of England: wherein the present method of treating disorders of the lungs is shewn to be futile and fundamentally wrong, and a new and easy method of cure, proposed by Philip Stern, M.D.",,"London : printed for J. Almon,",,
,Ecco-TCP,K002217.000,,CW108193444,,,,N3454,,"Stern, Philip.",1771,"Medical advice to the consumptive and asthmatic people of England: wherein the present method of treating disorders of the lungs is shewn to be futile and fundamentally wrong, and a new and easy method of cure proposed by Philip Stern, M.D.",,"London : printed for J. Almon,",,
,Ecco-TCP,K002428.000,,CW112044447,,,,N3791,,"Chetwood, W. R. (William Rufus), d. 1766.",1715,The life of the Lady Jane Gray: With some remarks on the play. In a letter to a friend. By William Rufus Chetwood.,,"Dublin : printed for G. Risk,",,
,Ecco-TCP,K002449.000,,CW108560619,,,,N3814,,"Aitken, John, d. 1790.",1777,"Medical improvement: an address read to the Medical Society, by John Aitken, ...",,"Edinburgh : printed for and sold by John Bell,",,
,Ecco-TCP,K002464.000,,CW109994535,,,,N3841,,"Spence, Joseph, 1699-1768.",1726-27.,An essay on Pope's Odyssey: in which some particular beauties and blemishes of that work are consider'd.,,"[London] : Printed for James and J. Knapton, R. Knaplock, W. and J. Innys, J. Wyatt, D. Midwinter, London: and S. Wilmot, Oxford,",,
,Ecco-TCP,K002508.000,,CW107139068,,,,N3888,,"Warton, Thomas, 1728-1790.",1767?],"The maiden's bloody garland: or, High-Street tragedy: shewing how Sarah Holly, a poor unfortunate serving maid of the city of Oxford, being wronged by her sweetheart, cut her throat from ear to ear, was next morning found dead in her bed, and afterwards buried in the King's highway. Tune, There were three pilgrims.",,"[London?, ",,
,Ecco-TCP,K002563.000,,CW112519693,,,,N3962,,"Hawkins, William, 1722-1801.",1746 [1747?],"Female empire: or, winter celebrated at London:",,"London : printed for M. Cooper,",,
,Ecco-TCP,K002590.000,,CW123034610,,,,N3994,,"Mason, William, 1719-1791.",1756,"Methodism displayed: and enthusiasm detected; intended as an antidote against, and a preservative from the delusive principles and unscriptural doctrines of a modern sett of seducing preachers; and as a defence of our regular and orthodox clergy, from their unjust reflections.",,"London : printed for Henry Cooke,",,
,Ecco-TCP,K002602.000,,CW108569351,,,,N4027,,"Borthwick, George.",1784,"The method of preventing and removing the causes of infectious diseases: written in plain simple language, by George Borthwick, ...",,"Cork : printed by J. Cronin,",,
,Ecco-TCP,K002616.000,,CW122308982,,,,N4058,,"Whiston, William, 1667-1752.",1719,"Mr. Whiston's Letter of thanks to the Right Reverend the Lord Bishop of London: for his late letter to his clergy against the use of new forms of doxology, &c.",,"London : printed for J. Senex, and W. Taylor; and are to be sold by J. Roberts,",,
,Ecco-TCP,K002662.000,,CW110086426,,,,N4149,,"Cibber, Theophilus, 1703-1758.",1739,Four original letters: viz. Two from a husband to a gentleman: and two from a husband to a wife.,,"London : printed for T. Read,",,
,Ecco-TCP,K002765.000,,CW109777548,,,,N4285,,"Dibdin, Charles, 1745-1814.",1785,"The magic of Orosmanes: or, harlequin slave and sultan: a pantomime, drawn from the Arabian legends.",,"[London?] : Printed in the year,",,
,Ecco-TCP,K002782.000,,CW108192020,,,,N4310,,"Squirrell, R. (Robert)",1798,"Maxims of health: or, an abridgment of An essay on indigestion: containing advice to persons afflicted with indigestion nervous, bilious & gouty disorders head ach [sic] female complaints worms &c. Also remarks on sea and cold bathing, the effects of sea air, &c. By R. Squirrell, M.D.",,"London : sold by Murray and Highley; also by the author,",,
,Ecco-TCP,K002806.000,,CW109771531,,,,N4369,,"Hill, Aaron, 1685-1750.",1731,"Athelwold: a tragedy. As it is acted at the Theatre-Royal in Drury-Lane, by His Majesty's servants.",,"London : printed for L. Gilliver,",,
,Ecco-TCP,K002808.000,,CW116484315,,,,N4372,,"Berkeley, George Monck, 1763-1793.",1784,Maria; or the generous rustic:,,"London : printed for T. Cadell; and C. Elliot, Edinburgh,",,
,Ecco-TCP,K002867.000,,CW116482848,,,,N4462,,"Holcroft, Thomas, 1745-1809.",1796,"The man of ten thousand: a comedy. As it is acted at the Theatre-Royal, Drury-Lane. The second edition. By Thomas Holcroft.",,"London : printed for G. G. and J. Robinson,",,
,Ecco-TCP,K002914.000,,CW104394386,,,,N4540,,"Defoe, Daniel, 1661?-1731.",1704,An essay on the regulation of the press:,,"London : printed in the year,",,
,Ecco-TCP,K002919.000,,CW119043890,,,,N4546,,"Hume, David, 1711-1776.",1795?],"Letter from David Hume, Esq. to the author of The delineation of the nature and obligation of morality:",,"[Edinburgh?, ",,
,Ecco-TCP,K002991.000,,CW109539766,,,,N4667,,"Macklin, Charles, 1697?-1797.",1746,"King Henry the VII: Or the popish impostor. A tragedy. As it is acted by His Majesty's servants, at the Theatre Royal, in Drury-Lane.",,"London : printed for R. Francklin; R. Dodsley; and J. Brotherton,",,
,Ecco-TCP,K002999.000,,CW108205189,,,,N4680,,"Hale, John, 18th cent.",1787,"Case of a fracture of the sternum: by John Hale, ...",,"London : printed in the year,",,
,Ecco-TCP,K003059.000,,CW107748114,,,,N4778,,"Garrick, David, 1717-1779.",1766,"The country girl: a comedy, (altered from Wycherley) as it is acted at the Theatre-Royal in Drury-Lane.",,"Dublin : printed for W. and W. Smith, J. Hoey, sen. J Murphy, W. Whitestone, H. Saunders, [and 6 others in Dublin],",,
,Ecco-TCP,K003280.000,,CW108205405,,,,N5204,,,1746,An essay on the nature and method of treating the gout:,,"London : printed for the author,",,
,Ecco-TCP,K003286.000,,CW112994380,,,,N5216,,"Anstey, Christopher, 1724-1805.",1766,"The new Bath guide: or, memoirs of the B-r-d family. In a series of poetical epistles.",,"[London] : Sold by J. Dodsley; J. Wilson & J. Fell; and J. Almon, London; W. Frederick, at Bath; W. Jackson, at Oxford; T. Fletcher & F. Hodson, at Cambridge; W. Smith, at Dublin; and the booksellers of Bristol, York, and Edinburgh,",,
,Ecco-TCP,K003544.000,,CW110184565,,,,N5694,,"Ellwood, Thomas, 1639-1713.",[1750?],A collection of poems on various subjects: By Thomas Ellwood.,,"London : printed and sold by Luke Hinde, in George-yard, Lombard-street,",,
,Ecco-TCP,K003605.000,,CW109537008,,,,N5823,,"Lewis, M. G. (Matthew Gregory), 1775-1818.",1799,"The love of gain: a poem. Imitated from the thirteenth satire of Juvenal. By M. G. Lewis, ...",,"London : printed for J. Bell,",,
,Ecco-TCP,K003615.000,,CW108009184,,,,N5839,,"Jenner, Edward, 1749-1823.",1800,"A continuation of facts and observations relative to the variolæ vaccinæ, or cow pox: By Edward Jenner, M.D. ...",,"London : printed, for the author, by Sampson Low: and sold by Law; and Murray and Highley,",,
,Ecco-TCP,K003620.000,,CW110027061,,,,N5850,,"Hooke, Andrew.",1734,"An essay on physick: Or, an attempt to revive the practice of the antients. With some general observations on animal mechanism, and the materia medica. By Andrew Hooke, M.D.",,"London : printed for J. Roberts; and sold by the booksellers in London and Westminster; and at the author's house in Lincolns-Inn-Fields,",,
,Ecco-TCP,K003638.000,,CW112052086,,,,N5881,,"Carey, George Saville, 1743-1807.",1767,The hills of Hybla: being a collection of original poems.,,"London : printed for the author, by W. Franklin; and sold by J. Fletcher, and J. Wilkie,",,
,Ecco-TCP,K003643.001,,CW116527364,,,,N5887,,"Blair, Hugh, 1718-1800.",1783,"Lectures on rhetoric and belles lettres: By Hugh Blair, ... In three volumes. ... [pt.1]",,"Dublin : printed for Messrs. Whitestone, Colles, Burnet, Moncrieffe, Gilbert, [and 8 others in Dublin],",,
,Ecco-TCP,K003643.002,,CW116527364,,,,N5887,,"Blair, Hugh, 1718-1800.",1783,"Lectures on rhetoric and belles lettres: By Hugh Blair, ... In three volumes. ... [pt.2]",,"Dublin : printed for Messrs. Whitestone, Colles, Burnet, Moncrieffe, Gilbert, [and 8 others in Dublin],",,
,Ecco-TCP,K003643.003,,CW116527364,,,,N5887,,"Blair, Hugh, 1718-1800.",1783,"Lectures on rhetoric and belles lettres: By Hugh Blair, ... In three volumes. ... [pt.3]",,"Dublin : printed for Messrs. Whitestone, Colles, Burnet, Moncrieffe, Gilbert, [and 8 others in Dublin],",,
,Ecco-TCP,K003810.001,,CW112998838,,,,N6237,,"Pratt, Mr. (Samuel Jackson), 1749-1814.",1780,"Emma Corbett: or, the miseries of civil war. Founded on some recent circumstances which happened in America. By the author of Liberal opinions, Pupil of pleasure, Shenstone Green, &c. ... [pt.1]",,"[Bath] : Printed for Pratt and Clinch, Bath; and R. Baldwin, London,",,
,Ecco-TCP,K003810.002,,CW112998838,,,,N6237,,"Pratt, Mr. (Samuel Jackson), 1749-1814.",1780,"Emma Corbett: or, the miseries of civil war. Founded on some recent circumstances which happened in America. By the author of Liberal opinions, Pupil of pleasure, Shenstone Green, &c. ... [pt.2]",,"[Bath] : Printed for Pratt and Clinch, Bath; and R. Baldwin, London,",,
,Ecco-TCP,K003810.003,,CW112998838,,,,N6237,,"Pratt, Mr. (Samuel Jackson), 1749-1814.",1780,"Emma Corbett: or, the miseries of civil war. Founded on some recent circumstances which happened in America. By the author of Liberal opinions, Pupil of pleasure, Shenstone Green, &c. ... [pt.3]",,"[Bath] : Printed for Pratt and Clinch, Bath; and R. Baldwin, London,",,
,Ecco-TCP,K003860.000,,CW104377599,,,,N6321,,"Defoe, Daniel, 1661?-1731.",1706,An essay at removing national prejudices against a union with Scotland. To be continued during the treaty here. Part II:,,"London : printed in the year,",,
,Ecco-TCP,K004143.000,,CW122779190,,,,N6833,,"Murray, James, 1732-1782.",1797?],"The fast, a poem: translated from the prophet Isaiah. By the Rev. James Murray.",,"[Newcastle upon Tyne?, ",,
,Ecco-TCP,K004179.000,,CW107944955,,,,N6903,,"O'Keeffe, John, 1747-1833.",1785,"Fontainbleau; or, our way in France: A comic opera, in three acts. As performed at the Theatres-Royal in Covent-Garden. and Smock-Alley. Written by J. O'Keefe, Esq. The music selected and composed by William Sheild.",,"Dublin : printed for W. Wilson,",,
,Ecco-TCP,K004194.000,,CW107485829,,,,N6941,,,1731,An enquiry into the advantage received by the first eight years inoculation:,,"London : printed for J. Roberts,",,
,Ecco-TCP,K004294.000,,CW108415645,,,,N7142,,"Hutton, Charles, 1737-1823.",1778,"The force of fired gun-powder, and the initial velocities of cannon balls: determined by experiments; from which is also deduced the relation of the initial velocity to the weight of the shot and the quantity of powder. By Charles Hutton, ... Read at the Royal Society, Jan. 8, 1778.",,"London : printed by J. Nichols (successor to Mr. Bowyer),",,
,Ecco-TCP,K004299.000,,CW116871934,,,,N7154,,"Darwin, Erasmus, 1731-1802.",1794,"The golden age, a poetical epistle: from Erasmus D-n, M.D. to Thomas Beddoes, M.D.",,"London : printed for F. and C. Rivington; and J. Cooke, Oxford,",,
,Ecco-TCP,K004313.000,,CW107602291,,,,N7173,,"Trusler, John, 1735-1820.",[1780?],"An easy way to prolong life: by a little attention to our manner of living. Containing many salutary observations, on exercise, rest, sleep, evacuations, &c. ... And some remarks on drunkenness, smoking, and on the utility of taking physic in the spring. The second part. By a medical gentlemam [sic], author of the first part.",,"London : printed for the author, and sold by J. Bell,",,
,Ecco-TCP,K004329.000,,CW109795017,,,,N7196,,"Hawkins, William, 1722-1801.",1749,"Henry and Rosamond: A tragedy. Dedicated to Sir John Philipps, Bart. By William Hawkins, ...",,"London : printed for William Owen,",,
,Ecco-TCP,K004390.000,,CW106554052,,,,N7322,,"Defoe, Daniel, 1661?-1731.",1706],An enquiry into the disposal of the equivalent:,,"[Edinburgh, ",,
,Ecco-TCP,K004461.000,,CW119664119,,,,N7474,,"Gerard, Alexander, 1728-1795.",1760,"The influence of the pastoral office on the character examined: with a view, especially, to Mr. Hume's representation of the spirit of that office. A sermon preached before the Synod of Aberdeen, at Aberdeen, April 8. 1760. By Alexander Gerard, ...",,"Aberdeen : printed by J. Chalmers; and sold by And. Millar, London; A. Kincaid and J. Bell in Edinburgh; and A. Thomson in Aberdeen,",,
,Ecco-TCP,K004466.000,,CW110108971,,,,N7479,,"Skrimshire, F. (Fenwick), 1774 or 5-1855.",1800,"Information to parents respecting the vaccine inoculation: or, the inoculation for cow-pox. By F. Skrimshire, M.D.",,"Wisbech : printed and sold by John White,",,
