"UID","COLLECTION","TCP","EEBO","ECCO","VID","Book ID","STC","ESTC","Status","Author","Date","Title","Terms","Publisher","Pages","Word Count"
,"Evans","N00044",,,,,,,,"Massachusetts.","1663]","Severall lavvs and orders made at severall General Courts in the years 1661. 1662. 1663. Printed and published by order of the General Court held at Boston the 20th of October, 1663. By Edward Rawson secr'.",,"[Cambridge, Mass. : Printed by Samuel Green,",,
,"Evans","N00045",,,,,,,," Shepard, Thomas, 1605-1649.",1663,"The church-membership of children, and their right to baptisme, according to that holy and everlasting covenant of God, established between himself, and the faithfull and their seed after them, in their generations: cleared up in a letter, sent unto a worthy friend of the author, and many yeares agoe written touching that subject; / by Thomas Shepard, sometimes Pastor of the Church of Christ at Cambridg in New-England. ; Published at the earnest request of many: for the consolidation and encouragemenr [sic], both of parents and children in the Lord. ; [Twelve lines of Scripture texts]",,"Cambridg [Mass.] : Printed by Samuel Green.,",,
,"Evans","N00046",,,,,,,," Allin, John, 1596-1671.",1664,"Animadversions upon the Antisynodalia americana, a treatise printed in Old England, in the name of the dissenting brethren in the Synod held at Boston in New England 1662. : Tending to clear the elders and churches of New England from those evils and declinings charged upon many of them in the two prefaces before the said book. : Together with an answer unto the reasons alledged for the opinion of the dissenters. : And a reply to such answers as are given to the arguments of the Synod. / By John Allin, Pastor of the Church of Christ at Dedham in N. England. ; [Eight lines of Scripture texts]",,"Cambridge [Mass.]: : Printed by S.G. and M.J. [i.e., Samuel Green and Marmaduke Johnson] for Hezekiah Usher of Boston.,",,
,"Evans","N00049",,,,,,,,"Massachusetts.","1664]","Several lavvs and orders made at severall General Courts in the years 1661. 1662. 1664. Printed and published by order of the General Court held at Boston the 19th of October, 1664. By Edward Rawson secr.",,"[Cambridge, Mass. : Printed by Samuel Green,",,
,"Evans","N00050",,,,,,,," Mather, Richard, 1596-1669.",1664,"A defence of the answer and arguments of the Synod met at Boston in the year 1662. Concerning the subject of baptism, and consociation of churches. Against the reply made thereto, by the Reverend Mr. John Davenport, Pastor of the church at New-Haven, in his treatise entituled, Another essay for investigation of the truth, &c. : Together with an answer to the apologetical preface set before that essay. / By some of the elders who were members of the synod above-mentioned. ; [Four lines of Scripture texts]",,"Cambridge [Mass.]: : Printed by S. Green and M. Johnson for Hezekiah Usher of Boston.,",,
,"Evans","N00051",,,,,,,," Norton, John, 1606-1663.",1664,"Three choice and profitable sermons upon several texts of Scripture; viz. Jer. 30. 17. John 14. 3. Heb. 8. 5. / By that Reverend servant of Christ, Mr. John Norton late teacher of the Church of Christ at Boston in N.E. ; The first of them being the last sermon which he preached at the Court of Election at Boston. The second was the last which he preached on the Lords-Day. The third was the last which he preached on his weekly-lecture-day. ; Wherein (beside many other excellent and seasonable truths) is shewed, the Lords soveraignty over, and care for his church and people, in order to both their militant and triumphant condition; and their fidelity and good affection towards himself. ; [Eleven lines of Scripture quotations]",,"Cambridge [Mass.]: : Printed by S.G. and M.I. [i.e., Samuel Green and Marmaduke Johnson] for Hezekiah Usher of Boston.,",,
,"Evans","N00054",,,,,,,," Shepard, Thomas, 1605-1649.","1664?]","[The sincere convert, discovering the small number of true beleevers, and the great difficulty of saving conversion. ...]",,"[Cambridge? : Printed by S. Green?,",,
,"Evans","N00055",,,,,,,," Whiting, Samuel, 1597-1679.",1664,"A discourse of the last judgement: or, Short notes upon Mat. XXV. from ver. 31 to the end of the chapter. Concerning the judgement to come, and our preparation to stand before the Great Judge of quick and dead. ... / By Samuel Whiting, Pastor of the Church of Christ at Lynne in N.E. ; [Nine lines of Scripture texts]",,"Cambridge [Mass.]: : Printed by S.G. and M.J. [i.e., Samuel Green and Marmaduke Johnson],",,
,"Evans","N00058",,,,,,,,"New York (State). Governor (1664-1668 : Nicolls).","1665]","The conditions for new-planters in the territories of his royal highnes the Duke of York.",,"[Cambridge, Mass. : Printed by Samuel Green,",,
,"Evans","N00059",,,,,,,," Danforth, Samuel, 1626-1674.",1665,"An astronomical description of the late comet or blazing star, as it appeared in New-England in the 9th, 10th, 11th, and the beginning of the 12th moneth, 1664. : Together with a brief theological application thereof. / By S. Danforth. ; [Seven lines of Scripture text]",,"Cambridge [Mass.] : Printed by Samuel Green,,",,
,"Evans","N00060",,,,,,,," Higginson, John, 1616-1708.","1665]","A direction for a publick profession in the church assembly, after private examination by the elders. Which direction is taken out of the Scripture, and points unto that faith and covenant contained in the Scripture. Being the same for substance which was propounded to, and agreed upon by the church of Salem at their beginning, the sixth of the sixth month, 1629. In the preface to the Declaration of the faith owned and professed by the Congregationall churches in England.",,"[Cambridge, Mass. : Printed by Samuel Green,",,
,"Evans","N00061",,,,,,,," Eliot, John, 1604-1690.",1665,"Communion of churches: or, The divine management of Gospel-churches by the ordinance of councils, constituted in order according to the Scriptures. : As also, the way of bringing all Christian parishes to be particular reforming congregationall churches: humbly proposed, as a way which hath so much light from the Scriptures of truth, as that it may lawfully be submitted unto by all; and may, by the blessing of the Lord, be a means of uniting those two holy and eminent parties, the Presbyterians and the Congregationals. : As also to prepare for the hoped for resurrection of the churches; and to propose a way to bring all Christian nations unto an unity of the faith and order of the Gospel. / Written by John Eliot, teacher of Roxbury in N.E. ; [Two lines of Scripture texts]",,"Cambridge [Mass.]: : Printed by Marmaduke Johnson.,",,
,"Evans","N00063",,,,,,,,"Massachusetts.","1665]","Several lavvs and orders made at the General Courts in May 3. August 1. & October 11. 1665. Printed and published by order of the General Court held at Boston the 11th of October, 1665. By Edward Rawson secr'.",,"[Cambridge, Mass. : Printed by Samuel Green,",,
,"Evans","N00068",,,,,,,,"Massachusetts.","1666]","Severall lavvs and orders made at the General Court held at Boston, the 23d of May, 1666. And on the 11th of October following. Printed and published by order of the General Court, the said 11th of October, 1666. By Edward Rawson secr.",,"[Cambridge, Mass. : Printed by Samuel Green,",,
,"Evans","N00069",,,,,,,," Whiting, Samuel, 1597-1679.",1666,"Abraham's humble intercession for Sodom, and the Lord's gracious concessions in answer thereunto: containing sundry meditations upon Gen. XVIII. from ver. XXIII. to the end of the chapter. Wherein many things are spoken of concerning believers drawing near to God, and the efficacy of their prayers; and how they may be princes and prevailers with God, and with what boldness they may come before him, and what ground they may get of him by their prayers, and what sweet communing they have with him. : With sundry other things worthy of our most serious thoughts, helping us to be more spiritual and heavenly, which may prepare us for that everlasting communion and fellowship that we hope to arrive at, and come to in a blessed state of glory by Jesus Christ. / By Samuel Whiting, Pastor of the Church of Christ at Lyn in N.E. ; [Three lines of Scripture texts]",,"[Cambridge, Mass.] : Printed and sold [by Samuel Green] at Cambridge.,",,
,"Evans","N00072",,,,,,,,"Massachusetts.","1667]","Boston in New England. August 9th. 1667. The governour, deputy governour and sundry of the magistrates, being assembled, do judge meet to commend to their beloved brethren and neighbors the inhabitants of this colony this following proposal.",,"[Cambridge, Mass. : Printed by Samuel Green,",,
,"Evans","N00073",,,,,,,," Reyner, Edward, 1600-1668.","1668?]","Precepts for Christian practice: or, The rule of the new creature: containing duties to be daily observed by every believer. : [Three lines from Galatians]",,"[Cambridge, Mass.? : Printed by Samuel Green?,",,
,"Evans","N00074",,,,,,,," Br̬s, Guy de, 1522-1567.",1668,"The rise, spring and foundation of the Anabaptists, or re-baptized of our time. Written in French by Guy de Brez, 1565. Minister of the Word, and martyr. ; And translated for the use of his countrymen by J.S. ; [Two lines from Ecclesiastes]",,"Cambridge [Mass.]: : Printed, and to be sold by Marmaduke Johnson.,",,
,"Evans","N00077",,,,,,,,"Massachusetts.","1668]","Several lavvs and orders made at the General Court of Election. Held at Boston in New-England the 29th. of April 1668. : Printed and published by their order. Edward Rawson. secr.",,"[Cambridge, Mass. : Printed by Samuel Green,",,
,"Evans","N00078",,,,,,,,"Massachusetts.","in the year, 1668.","Several lavvs and orders made at the General Court, held at Boston in New-England, October 14. 1668. Printed and published by their order. Edward Rawson secr.",,"Cambridge [Mass.] : Printed [by Samuel Green],",,
,"Evans","N00079",,,,,,,,"Massachusetts. Council.","1669]","To the elders and ministers of every town within the jurisdiction of the Massachusets in New-England: the governour and Council sendeth greeting; Reverend, and beloved in the Lord.",,"[Cambridge, Mass. : Printed by Samuel Green,",,
,"Evans","N00080",,,,,,,," Pain, Philip, d. 1668?",1668,"Daily meditations: or, Quotidian preparations for, and considerations of death and eternity. Begun July 19. 1666. By Philip Pain; who lately suffering shipwrack, was drowned. ; [Four lines of Scripture texts]",,"Cambridge [Mass.]: : Printed by Marmaduke Johnson.,",,
,"Evans","N00081",,,,,,,," Shepard, Thomas, 1605-1649.","Printed in the year 1668.","Wine for Gospel wantons: or, Cautions against spirituall drunkenness. Being the brief notes of a sermon preached at Cambridge in New-England, upon a day of publick fasting and prayer throughout the colony, June 25. 1645. In reference to the sad estate of the Lords people in England. / By that Reverend servant of the Lord, Mr. Thomas Shepard deceased, sometimes the Pastor of the Church of Christ there. ; [Five lines of Scripture texts] ; Imprimatur, Charles Chauncy. John Sherman.",,"Cambridge [Mass.]: : [s.n.],",,
,"Evans","N00082",,,,,,,," Flavel, John, 1630?-1691.","in the year 1668.","Tydings from Rome or England's alarm. Wherein several grounds to suspect the prevalency of the popish interest are seasonably suggested; Londons ruine pathetically lamented; arguments to disswade from the popish religion, are urged; and the duties of Christians in this time of common danger, and distraction perswaded. : [Thirteen lines of quotations]",,"[Cambridge, Mass.] : Printed [by Samuel Green],",,
,"Evans","N00083",,,,,,,," Vincent, Thomas, 1634-1678.",1668,"Gods terrible voice in the city of London wherein you have the narration of the two late dreadful judgements of plague and fire, inflicted by the Lord upon that city; the former in the year 1665. the latter in the year 1666. / By T.V. ; To which is added, the generall bill of mortality, shewing the number of persons which died in every parish of all diseases, and of the plague, in the year abovesaid. ; [Two lines from Micah]",,"Cambridge [Mass.]: : Printed by Marmaduke Johnson.,",,
,"Evans","N00085",,,,,,,," Davenport, John, 1597-1670.","MDCLXIX. [1669]","Gods call to his people to turn unto him; together with his promise to turn unto them. Opened and applied in II. sermons at two publick fasting-dayes appointed by authority. / By Mr. John Davenport: B.D. and Pastor to the First Church of Christ at Boston in New-England. ; Published by the desire of sundry friends.",,"Cambridge [Mass.]: : Printed by S.G. [Samuel Green] and M.J. [Marmaduke Johnson] for John Usher of Boston.,",,
,"Evans","N00087",,,,,,,," Winchilsea, Heneage Finch, Earl of, d. 1689.",1669,"A true and exact relation of the late prodigious earthquake & eruption of Mount Aetna, or, Monte-Gibello; as it came in a letter written to His Majesty from Naples by the Right Honourable the Earl of VVinchilsea, His Majesties late ambassador at Constantinople, who in his return from thence, visiting Catania in the island of Sicily, was an ey-witness of that dreadful spectacle. ; Together with a more particular narrative of the same, as it is collected out of several relations sent from Catania. ; Published by authority.",,"Cambridge [Mass.]: : Printed by S.G. and M.J.,",,
,"Evans","N00089",,,,,,,,"Massachusetts. Council.","1669]","At a Council held at Boston, March 10. 1668 [new style, 1669]. The governour and magistrates being assembled in Council ... do therefore commend ... the twenty fifth day of this instant to be kept a publick day of humiliation ...",,"[Cambridge, Mass. : Printed by Samuel Green and Marmaduke Johnson,",,
,"Evans","N00090",,,,,,,,"Massachusetts.","1669]","Several laws and orders made at the Generall Court of election held at Boston, May 19th 1669. And printed and published by their order, June 4. 1669. Edwd Rawson secret'.",,"[Cambridge, Mass. : Printed by Samuel Green,",,
,"Evans","N00091",,,,,,,," Mather, Increase, 1639-1723.","in the year 1669.","The mystery of Israel's salvation, explained and applyed: or, A discourse concerning the general conversion of the Israelitish nation. Wherein is shewed, 1. That the Twelve Tribes shall be saved. 2. When this is to be expected. 3. Why this must be. 4. What kind of salvetion the Tribes of Israel shall partake of (viz.) a glorious, wonderful, spiritual, temporal salvation. : Being the substance of several sermons preached / by Increase Mather, M.A. teacher of a church in Boston in New England. ; [Ten lines of Scripture texts]",,"[London] : Printed [for John Allen],",,
,"Evans","N00092",,,,,,,," Morton, Nathaniel, 1613-1685.",1669,"New-Englands memoriall: or, A brief relation of the most memorable and remarkable passages of the providence of God, manifested to the planters of New-England in America; with special reference to the first colony thereof, called New-Plimouth. : As also a nomination of divers of the most eminent instruments deceased, both of church and common-wealth, improved in the first beginning and after-progress of sundry of the respective jurisdictions in those parts; in reference unto sundry exemplary passages of their lives, and the time of their death. / Published for the use and benefit of present and future generations, by Nathaniel Morton, secretary to the court for the jurisdiction of New-Plimouth. ; [Six lines of Scripture texts]",,"Cambridge [Mass.]: : Printed by S.G. and M.J. [i.e, Samuel Green and Marmaduke Johnson] for John Usher of Boston.,",,
,"Evans","N00093",,,,,,,," Walley, Thomas, 1616-1678.",1669,"Balm in Gilead to heal Sions wounds: or, A treatise wherein there is a clear discovery of the most prevailing sicknesses of New-England, both in the civill and ecclesiasticall state; as also sutable [sic] remedies for the cure of them: collected out of that spirituall directory, the Word of God. : Delivered in a sermon preached before the Generall Court of the colony of New-Plimouth on the first day of June 1669. Being the day of election there. / By Thomas Walley, Pastor of the Church of Christ at Barnstable in New-England. ; [Ten lines of Scripture texts]",,"Cambridge [Mass.]: : Printed by S.G. and M.J. [Samuel Green and Marmaduke Johnson],",,
,"Evans","N00096",,,,,,,,"Massachusetts. Council.","1670]","At a Council held at Boston Septemb. 8. 1670. The Council ... do therefore appoint ... the twentieth of this instant September to be a day of publick humiliation ...",,"[Cambridge, Mass. : Printed by Samuel Green,",,
,"Evans","N00097",,,,,,,," Mather, Increase, 1639-1723.",1670,"The life and death of that Reverend man of God, Mr. Richard Mather, teacher of the church in Dorchester in New-England. [Seven lines of quotations]",,"Cambridge [Mass.]: : Printed by S.G. and M.J. [i.e., Samuel Green and Marmaduke Johnson],",,
,"Evans","N00098",,,,,,,," Mather, Samuel, 1626-1671.","1672?]","A testimony from the Scripture against idolatry & superstition, in two sermons, upon the example of that great reformer Hezekiah, 2 Kings XVIII 4. : The first, witnessing in general against all the idols and inventions of men in the worship of God. : The second, more particularly against the ceremonies, and some other corruptions of the Church of England. / Preached, the one September 27. the other Septemb. 30. 1660 by Mr. Samuel Mather, teacher to a Church of Christ in Dublin in Ireland. ; [Seven lines from I Samuel]",,"[Cambridge, Mass.? : Printed by Samuel Green?,",,
,"Evans","N00099",,,,,,,," Oxenbridge, John, 1609-1674.",1670,"A quickening word for the hastening a sluggish soul to a seasonable answer to the divine call. Published by a poor sinner that found it such to him. : Being the last sermon preached in the First Church of Boston upon Isaiah 55. 6. / By the pastor there, on the 24th of the fifth moneth, 1670.",,"Cambridge [Mass.]: : Printed by S.G. [Samuel Green] and M.J. [Marmaduke Johnson],",,
,"Evans","N00100",,,,,,,," Pain, Philip, d. 1668?",1670,"Daily meditations: or, Quotidian preparations for and considerations of death and eternity begun July 19. 1666. By Philip Pain: who lately suffering shipwrack, was drowned. ; [Four lines of Scripture texts]",,"Cambridge [Mass.]: : Printed by S.G. and M.J. [i.e. Samuel Green and Marmaduke Johnson],",,
,"Evans","N00102",,,,,,,," Stoughton, William, 1632-1701.",1670,"New-Englands true interest; not to lie: or, A treatise declaring from the word of truth the terms on which we stand, and the tenure by which we hold our hitherto-continued precious and pleasant things. Shewing what the blessed God expecteth from his people, and what they may rationally look for from him. : Delivered in a sermon preached in Boston in New-England, April 29. 1668. Being the day of election there. / By Mr. W. Stoughton, preacher of the Gospel in Dorchester. ; [Ten lines of Scripture texts]",,"Cambridge [Mass.]: : Printed by S.G. and M.J. [i.e., Samuel Green and Marmaduke Johnson],",,
,"Evans","N00104",,,,,,,," Wigglesworth, Michael, 1631-1705.",1670,"Meat out of the eater: or, Meditations concerning the necessity, end, and usefulness of afflictions unto Gods children. All tending to prepare them, for, and comfort them under the crosse. / By Michael Wigglesworth.",,"Cambridge [Mass.]: : Printed by S.G. [Samuel Green] and M.J. [Marmaduke Johnson] for John Usher of Boston.,",,
,"Evans","N00105",,,,,,,,"Cambridge Synod",1671,"A platform of church-discipline gathered out of the Word of God; and agreed upon by the elders and messengers of the churches assembled in the Synod at Cambridge in N.E. : To be presented at the churches and Generall Court for their consideration and acceptance, in the Lord. : The eight month anno 1649 : [Six lines from Psalms]",,"Cambridge [Mass.]: : Printed by Marmaduke Johnson.,",,
,"Evans","N00106",,,,,,,," Danforth, Samuel, 1626-1674.",1671,"A brief recognition of New-Englands errand into the wilderness; made in the audience of the General Assembly of the Massachusets Colony, at Boston in N.E. on the 11th of the third moneth, 1670 [i.e., 1671]. Being the day of election there. / By Samuel Danforth, Pastor of the Church of Christ in Roxbury in N.E. ; [Eight lines from Jeremiah]",,"Cambridge [Mass.]: : Printed by S.G. and M.J. [i.e., Samuel Green and Marmaduke Johnson],",,
,"Evans","N00107",,,,,,,," Eliot, John, 1604-1690.",1671,"Indian dialogues, for their instruction in that great sevice of Christ, in calling home their country-men to the knowledge of God, and of themselves, and of Iesus Christ. : [Seven lines from Malachi]",,"Printed at Cambridge [Mass.]. : [By Marmaduke Johnson],",,
,"Evans","N00108",,,,,,,," Mather, Eleazar, 1637-1669.",1671,"A serious exhortation to the present and succeeding generation in New-England; earnestly calling upon all to endeavour that the Lords gracious presence may be continued with posterity. / Being the substance of the last sermons preached by Eleazar Mather, late Pastor of the church in Northampton in New England. ; [Eleven lines of Scripture texts]",,"Cambridge [Mass.]: : Printed by S.G. and M.J. [i.e., Samuel Green and Marmaduke Johnson],",,
,"Evans","N00109",,,,,,,," Mitchel, Jonathan, 1624-1668.",1671,"Nehemiah on the wall in troublesom [sic] times; or, A serious and seasonable improvement of that great example of magistratical piety and prudence, self-denial and tenderness, fearlessness and fidelity, unto instruction and encouragement of present and succeeding rulers in our Israel. As it was delivered in a sermon preached at Boston in N.E. May 15. 1667. being the day of election there. / By that faithful servant of Christ, Mr. Jonathan Mitchel, late Pastor of the Church of Christ at Cambridge. ; [Eight lines of Scripture texts]",,"Cambridge [Mass.]: : Printed by S.G. [Samuel Green] and M.J. [Marmaduke Johnson],",,
,"Evans","N00111",,,,,,,," Allin, John, 1596-1671.",1672,"The spouse of Christ coming out of affliction, leaning upon her beloved: or A sermon preached by Mr. John Allin the late Reverend Pastor to the church of Christ at Dedham, at the administration of the Lords Supper. August 6, 1671. ; And may be useful to any church of Christ, or true believer in a state of affliction. ; [Four lines from Samuel]",,"Cambridge [Mass.]: : Printed by Samuel Green: and are to be sold by John Tappin of Boston.,",,
,"Evans","N00113",,,,,,,," Fitch, James, 1622-1702.",1672,"Peace the end of the perfect and uprigh [sic], demonstrated and usefully improved in a sermon, preached upon the occasion of the death and decease of that piously affected, and truely religious matron, Mrs. Anne Mason: sometime wife to Major Mason, who not long after finished his course and is now at rest. / By Mr. James Fitch Pastor of the Church of Christ at Norwich. ; [Six lines of Scripture texts]",,"Cambridge [Mass.]: : Printed by Samuel Green.,",,
,"Evans","N00114",,,,,,,,"Massachusetts.",1672,"The general laws and liberties of the Massachusets colony: revised & re-printed, by order of the General Court holden at Boston. May 15th. 1672. Edward Rawson secr. : [Two lines from Romans]",,"Cambridge [Mass.] : Printed by Samuel Green, for John Usher of Boston.,",,
,"Evans","N00115",,,,,,,,"Massachusetts.","1672]","Several laws and orders made at the General Court, holden at Boston the 15th. of May 1672. And printed by their order. Edward Rawson secr.",,"[Cambridge, Mass. : Printed by Samuel Green,",,
,"Evans","N00116",,,,,,,,"New Plymouth Colony.",1672,"The book of the general laws of the inhabitants of the jurisdiction of of New-Plimouth; collected out of the records of the General Court and lately revised, and with some emendations and additions, established and disposed into such order as they may readily conduce to general use and benefit, and published by the authority of the General Court for that jurisdiction, held at Plimouth, the sixth of June, anno Dom. 1671. ; [One line from I Peter]",,"Cambridge [Mass.]: : Printed by Samuel Green.,",,
,"Evans","N00118",,,,,,,,"Connecticut.",1673,"The book of the general laws for the people within the jurisdiction of Conecticut: collected out of the records of the General Court. : Lately revised, and with some emendations and additions established and published by the authority of the General Court of Conecticut, holden at Hartford in October, 1672. : [Four lines from Romans]",,"Cambridge [Mass.]: : Printed by Samuel Green.,",,
,"Evans","N00119",,,,,,,," Dod, John, 1549?-1645.",1673,"Old Mr. Dod's sayings; or, A posie gathered out of Mr. Dod's garden. Collected by R.T.",,"Cambridge [Mass.]: : Printed by Marmaduke Johnson.,",,
,"Evans","N00121",,,,,,,,"Massachusetts. Council.","1673]","Boston, March 22, 1672,3. The deputy-governor and magistrates adjacent being assembled in Council, to consider of the late awfull hand of God, consuming our castle by fire the one and twentieth of this instant ...",,"[Cambridge, Mass. : Printed by Samuel Green,",,
,"Evans","N00122",,,,,,,,"Massachusetts.","1673]","Several laws and orders made at the General Court, the 8th. of October 1672. As also several laws and orders made at the General Courts, holden at Boston the 7th. of May and 15th. of October, 1673. And printed by their order. Edward Rawson secr.",,"[Cambridge, Mass. : Printed by Samuel Green,",,
