UID,COLLECTION,TCP,EEBO,ECCO,VID,Book ID,STC,ESTC,Status,Author,Date,Title,Terms,Publisher,Pages,Word Count
,TCP Plain Texts,K097310.009,,CW3307063967,,195500109,,T121678,,Buffon Georges Louis Leclerc comte de 1707-1788,1780,NATURAL HISTORY GENERAL AND PARTICULAR BY THE COUNT DE BUFFON TRANSLATED INTO ENGLISH.,,Edinburgh : printed for William Creech,,
,TCP Plain Texts,K097994.000,,CW3307248457,,218900500,,T122535,,Robins Benjamin 1707-1751,1735,A DISCOURSE Concerning the NATURE and CERTAINTY OF Sir ISAAC NEWTON'S METHODS OF FLUXIONS AND OF PRIME and ULTIMATE RATIOS.,,London : printed for W. Innys and R. Manby at the West-End of St. Paul's-Church-Yard,,
,TCP Plain Texts,K106011.000,,CW108755027,,667301600,,T133796,,Moxon Elizabeth,1752,English Housewifry. EXEMPLIFIED In above four Hundred and Fifty RECEIPTS Giving DIRECTIONS in most Parts of COOKERY; and how to prepare various Sorts of SOOPSMADE-DISHESPASTSPICKLESCAKESCREAMSJELLIESMADE-WINES &amp;c With CUTS for the orderly placing the DISHES and COURSES; also Bills of Fare for every Month in the Year; and an Alphabetical INDEX of the Whole.,,Leedes : printed by James Lister; and sold by the author at Pontefract and J. Swale Bookseller,,
,TCP Plain Texts,K107624.000,,CW107401935,,1212705000,,T136130,,Moxon Joseph 1627-1691,1703,Mechanick Exercises: OR THE DOCTRINE OF HANDY-WORKS.Mechanick Dyalling: TEACHING Any Man tho' of an Ordinary Capacity and unlearned in the Mathematicks To Draw a True SUN-DYAL ON ANY GIVEN PLANE However Scituated: Only with the help of a straight Rule and a pair of Compasses; and without any Arithmetical Calculation.,,London : printed for Dan. Midwinter and Tho. Leigh at the Rose and Crown in St. Paul's-Church-Y,,
,TCP Plain Texts,K107868.000,,CW103806344,,43801500,,T136478,,Rousseau Jean-Jacques 1712-1778,1764,A TREATISE ON THE SOCIAL COMPACT; OR The PRINCIPLES of POLITIC LAW.,,London : printed for T. Becket and P. A. de Hondt in the Strand,,
,TCP Plain Texts,K111361.000,,CW120137304,,473300100,,T141578,,Smith Adam 1723-1790,1759,THE THEORY OF MORAL SENTIMENTS.,,London : printed for A. Millar in the Strand; and A. Kincaid and J. Bell in Edinburgh,,
,TCP Plain Texts,K111587.000,,CW108658496,,412000400,,T142557,,Belloste Augustin 1654-1730,1701,THE Hospital-Surgeon: OR A New Gentle and Easie Way to Cure speedily all Sorts of Wounds and other Diseases belonging to SURGERY.,,London : printed for Tho. Cockerill at the Three Legs and Bible in the Poultry; and Ralph Smith,,
,TCP Plain Texts,K113132.000,,CW112697804,,454300700,,T145427,,Davies John 1567-1644,1710,FLORES OETARUM BRITANNICORUM Sef Blodeuog waith y Prydyddion Bryttannaidd.,,[Shrewsbury] : Printiedig yn y Mwythig gan T. James dros D. Lewys,,
,TCP Plain Texts,K121980.000,,CW3302792410,,722300500,,T179880,,Langley Gilbert,1745,THE LIFE And SURPRIZING ADVENTURES OF GILBERT LANGLEY Formerly of Serle-Street near Lincoln's-Inn Goldsmith and Jeweller and afterwards a notorious Sharper and Gamester; having ran away to Holland with upwards of Twenty Thousand Pounds of his Creditors Money.,,London : printed by J. Webb opposite the Queen's-Head near the Sessions-House in the Old-Baily,,
,TCP Plain Texts,K123515.000,,CW3315630393,,1013401100,,T185045,,Watts Isaac 1674-1748,1777,DIVINE SONGS ATTEMPTED IN EASY LANGUAGE FOR THE USE OF CHILDREN.,,London : printed for J. Buckland; J. F. and C. Rivington; T. Longman; W. Fenner; T. Field; and E,,
,TCP Plain Texts,K124613.000,,CW105974103,,1093700100,,T188738,,Great Britain. Sovereign (1760-1820 : George III),1775,His MAJESTY's most Gracious SPEECH to both Houses of Parliament on Thursday the 26th of October 1775.,,[London,,
,TCP Plain Texts,K130910.000,,CW3309006130,,1036000400,,T222842,,Taylor Margaret Mrs,1795,Mrs. TAYLOR's Family Companion; OR THE WHOLE ART OF COOKERY DISPLAY'D In the newest and most easy Method Being a Collection of Receipts to SET OUT A TABLE CHEAP Under the following Heads: BOILINGROASTINGFRYINGBROILINGSTEWINGHASHINGBAKINGRAGOUTSFRICASSEESMADE-DISHESSAUCESSOUPSPUDDINGSPIESTARTSCAKESCHEESECAKESCUSTARDSSYLLABUBSCREAMSJELLISPICKLINGPRESERVINGCANDYINGCOLLARINGPOTTINGDRYING &amp;c.FielHCP,,London : printed for W. Lane Leadenhall-Street and sold by all other booksellers,,
,TCP Plain Texts,K000152.000,,CW3310101055,,110402500,,N260,,Congreve William 1670-1729,1705,PROLOGUE TO THE COURT; On the QUEEN's Birth-Day 1704.,,London : printed for J. Tonson,,
,TCP Plain Texts,K000268.000,,CW3310184085,,99900600,,N462,,Duck Stephen 1705-1756,1741,Every Man in his Own Way.,,London : printed for J. Roberts  in Warwick-Lane ; and R. Dodsley in Pall-Mall,,
,TCP Plain Texts,K000379.000,,CW3310184104,,99900700,,N628,,Duck Stephen 1705-1756,1741,HINTS TO A SCHOOL-MASTER. Address'd to the Revd. Dr. TURNBULL.,,London : printed for J. Roberts  in Warwick-Lane ; and R. Dodsley in Pall-Mall,,
,TCP Plain Texts,K000637.000,,CW3304631637,,147503600,,N1034,,Arbuthnot John 1667-1735,1712,JOHN BULL Still In His SENSES: BEING THE THIRD PART OF Law is a Bottomless-Pit.,,London : printed for John Morphew near Stationer's-Hall,,
,TCP Plain Texts,K000691.000,,CW3307943971,,1241800700,,N1125,,Fielding Henry 1707-1754,1730,THE Coffee-House Politician; OR THE JUSTICE Caught in his own TRAP.,,London : printed for J. Watts at the Printing-Office in Wild-Court near Lincoln's-Inn Fields,,
,TCP Plain Texts,K001048.000,,CW3310437202,,159701700,,N1651,,Defoe Daniel 1661?-1731,1710,An ANSWER To The Tale of a Nettle.,,Oxford [i.e.London?] : printed in the year,,
,TCP Plain Texts,K001310.000,,CW3306096824,,158200300,,N2029,,Defoe Daniel 1661?-1731,1705,ADVICE TO ALL PARTIES.,,London : printed: and are to be sold by Benj. Bragg at the Blue-Ball in Ave-Mary-Lane,,
,TCP Plain Texts,K001334.001,,CW3310092726,,100501601,,N2062,,Goldsmith Oliver 1728-1774,1762,THE CITIZEN of the WORLD; OR LETTERS FROM A CHINESE PHILOSOPHER Residing in LONDON TO HIS FRIENDS in the EAST.,,Dublin : printed for George and Alex. Ewing,,
,TCP Plain Texts,K001439.000,,CW3306096841,,158200400,,N2191,,Defoe Daniel 1661?-1731,1705,AN ANSWER TO THE Ld Hsham's SPEECH.,,[London : printed in the year,,
,TCP Plain Texts,K002464.000,,CW3309994535,,128700300,,N3841,,Spence Joseph 1699-1768,1726,AN ESSAY ON Pope's ODYSSEY: IN WHICH Some particular Beauties and Blemishes of that Work are consider'd.,,[London] : Printed for James and J. Knapton R. Knaplock W. and J. Innys J. Wyatt D. Midwinte,,
,TCP Plain Texts,K002808.000,,CW3316484315,,1114600600,,N4372,,Berkeley George Monck 1763-1793,1784,MARIA; OR THE GENEROUS RUSTIC.,,London : printed for T. Cadell  London ; and C. Elliot Edinburgh,,
,TCP Plain Texts,K002919.000,,CW3319043890,,98102600,,N4546,,Hume David 1711-1776,1795,LETTER FROM DAVID HUME ESQ. TO THE AUTHOR OF THE DELINEATION OF THE NATURE AND OBLIGATION OF MORALITY.,,[Edinburgh?,,
,TCP Plain Texts,K003059.000,,CW3307748114,,1270201300,,N4778,,Garrick David 1717-1779,1766,THE COUNTRY GIRL A COMEDY (Altered from WYCHERLEY) As it is ACTED at the Theatre-Royal in Drury-Lane.,,Dublin : printed for W. and W. Smith J. Hoey Sen. J Murphy W. Whitestone H. Saunders D. Cha,,
,TCP Plain Texts,K004299.000,,CW3316871934,,1234500700,,N7154,,Darwin Erasmus 1731-1802,1794,THE GOLDEN AGE A POETICAL EPISTLE FROM ERASMUS DN M. D. TO THOMAS BEDDOES M. D.,,London : printed for F. and C. Rivington; and J. Cooke Oxford,,
,TCP Plain Texts,K004461.000,,CW3319664119,,126202100,,N7474,,Gerard Alexander 1728-1795,1760,The Influence of the Pastoral Office on the Character examined; with a view especially to Mr. HUME's representation of the spirit of that office.,,Aberdeen : printed by J. Chalmers; and sold by And. Millar London; A. Kincaid and J. Bell in Ed,,
,TCP Plain Texts,K007021.000,,CW3309783598,,110501100,,N11675,,Duck Stephen 1705-1756,1735,A POEM ON HER Majesty's Birth-Day.,,London : printed for J. Jackson in Pallmall; and T. Cooper in Pater Noster-Row: Where may be had,,
,TCP Plain Texts,K007022.000,,CW3309783604,,110501200,,N11676,,Duck Stephen 1705-1756,1734,A POEM On the Marriage of His SERENE HIGHNESS the PRINCE of ORANGE WITH ANN Princess-Royal of GREAT BRITAIN.,,London : printed for Weaver Bickerton at Lord Bacon's Head without Temple-Bar,,
,TCP Plain Texts,K007618.000,,CW3315212412,,926502600,,N12461,,Shenstone William 1714-1763,1737,POEMS UPON Various Occasions.,,Oxford : printed by Leon Lichfield,,
,TCP Plain Texts,K007722.000,,CW3309796196,,127703400,,N12607,,Dennis John 1657-1734,1723,REMARKS ON A PLAY CALL'D The Conscious Lovers A COMEDY.,,London : printed for T. Warner at the Black-Boy in Pater-Noster-Row,,
,TCP Plain Texts,K007986.001,,CW3302761244,,148502701,,N12956,,Aulnoy Madame d' (Marie-Catherine) 1650 or 51-1705,1701,MEMOIRS OF THE PRESENT STATE OF THE Court and Councils OF SPAIN.,,London : printed for D. Brown without Temple-Bar T. Horn at the Royal Exchange T. Bennet in St,,
,TCP Plain Texts,K007986.002,,CW3302761447,,148502702,,N12956,,Aulnoy Madame d' (Marie-Catherine) 1650 or 51-1705,1701,ACCOUNT OF THE Court of SPAIN.,,London : printed for D. Brown without Temple-Bar T. Horn at the Royal Exchange T. Bennet in St,,
,TCP Plain Texts,K008077.000,,CW3310431465,,149503400,,N13061,,Duck Stephen 1705-1756,1730,ROYAL BENEVOLENCE.,,London : printed and sold by W. Harris at the Blue Ball next Door to the Rose Tavern without,,
,TCP Plain Texts,K008295.001,,CW3316217636,,1098200101,,N13484,,Johnson Samuel 1709-1784,1752,THE RAMBLER.,,London : printed for J. Payne and J. Bouquet in Pater-Noster-Row,,
,TCP Plain Texts,K008295.002,,CW3316217937,,1098200102,,N13484,,Johnson Samuel 1709-1784,1752,THE RAMBLER.,,London : printed for J. Payne and J. Bouquet in Pater-Noster-Row,,
,TCP Plain Texts,K008295.003,,CW3316218232,,1098200103,,N13484,,Johnson Samuel 1709-1784,1752,THE RAMBLER.,,London : printed for J. Payne and J. Bouquet in Pater-Noster-Row,,
,TCP Plain Texts,K008295.004,,CW3316218511,,1098200104,,N13484,,Johnson Samuel 1709-1784,1752,THE RAMBLER.,,London : printed for J. Payne and J. Bouquet in Pater-Noster-Row,,
,TCP Plain Texts,K008295.005,,CW3316218836,,1098200105,,N13484,,Johnson Samuel 1709-1784,1752,THE RAMBLER.,,London : printed for J. Payne and J. Bouquet in Pater-Noster-Row,,
,TCP Plain Texts,K008295.006,,CW3316219148,,1098200106,,N13484,,Johnson Samuel 1709-1784,1752,THE RAMBLER.,,London : printed for J. Payne and J. Bouquet in Pater-Noster-Row,,
,TCP Plain Texts,K008591.000,,CW3312998134,,149003200,,N13888,,Garrick David 1717-1779,1797,TO Mr. GRAY ON HIS ODES.,,[Twickenham : printed at the Strawberry Hill Press by Thomas Kirgate,,
