UID,COLLECTION,TCP,EEBO,ECCO,VID,Book ID,STC,ESTC,Status,Author,Date,Title,Terms,Publisher,Pages,Word Count
, Ecco-Unfinished,K004745.000,,CW110100128,,,,N8050,,"Charke, Charlotte, 1713-1760.",1756,"The history of Henry Dumont, Esq; and Miss Charlotte Evelyn. ... By Mrs. Charke:",,"London : printed for H. Slater; and H. Slater, Jun. and S. Whyte,",,
, Ecco-Unfinished,K005088.000,,CW107747852,,,,N8661,,"Garrick, David, 1717-1779.",1758,"Isabella: or, the fatal marriage. A play. Alter'd from Southern. As it is now performing at the Theatre-Royal in Drury-Lane.",,"Dublin : printed for J. Hoey, P. Wilson, and W. Slator [sic, for Sleator],",,
, Ecco-Unfinished,K005698.000,,CW103150563,,,,N9849,,"Clarendon, Edward Hyde, Earl of, 1609-1674.",1702 [1703],"The history of the rebellion and civil wars in England: begun in the year 1641. ... Written by ... Edward Earl of Clarendon, ... Volume the first. [pt.1]",,"Oxford : printed at the Theater, An. Dom.,",,
, Ecco-Unfinished,K005699.000,,CW102758777,,,,N9850,,"Clarendon, Edward Hyde, Earl of, 1609-1674.",1703,"The history of the rebellion and civil wars in England: begun in the year 1641. ... Written by ... Edward Earl of Clarendon, ... Volume the second. [pt.2]",,"Oxford : printed at the Theater, An. Dom.,",,
, Ecco-Unfinished,K005784.000,,CW110405156,,,,N10003,,"Cumberland, Richard, 1732-1811.",1774,"The note of hand: or, trip to Newmarket. As it is acted at the Theatre-Royal in Drury-Lane.",,"London : printed for T. Becket,",,
, Ecco-Unfinished,K006002.000,,CW120712014,,,,N10264,,"Defoe, Daniel, 1661?-1731.",1727,"A new family instructor: in familiar discourses between a father and his children, on the most essential points of the Christian religion. In two parts. Part I. Containing a father's instructions ... Part II. Instructions against the three grand errors ... With a poem upon the divine nature of Jesus Christ, in blank verse. By the author of The family instructor.",,"London : printed for T. Warner,",,
, Ecco-Unfinished,K006028.000,,CW110198093,,,,N10296,,"Cumberland, Richard, 1732-1811.",1783,"The mysterious husband. A tragedy: in five acts. As it is acted at the Theatre-Royal, Covent-Garden. By Richard Cumberland, Esq.",,"London : printed for C. Dilly; and J. Walter,",,
, Ecco-Unfinished,K006483.000,,CW116607839,,,,N10819,,"Mason, William, 1725-1797.",1756,Odes by Mr. Mason:,,"Cambridge : printed by J. Bentham; and sold by William Thurlbourn, and R. & J. Dodsley, London,",,
, Ecco-Unfinished,K006557.000,,CW104373857,,,,N10924,,"Defoe, Daniel, 1661?-1731.",1708,A memorial to the nobility of Scotland: who are to assemble in order to choose the sitting peers for the Parliament of Great Britain.,,"Edinburgh : printed by the heirs and successors of Andrew Anderson, anno Dom,",,
, Ecco-Unfinished,K006678.000,,CW112385925,,,,N11099,,"Dennis, John, 1657-1734.",1704,"The person of quality's answer to Mr. Collier's letter, being a disswasive from the play-house. In which are inserted the apologies of a young lady, and young gentleman,:",,"London : printed and are to be sold by the booksellers of London and Westminster,",,
, Ecco-Unfinished,K007030.000,,CW110974379,,,,N11688,,"Pix, Mary, 1666-1720.",1707,"A poem, humbly inscrib'd to the Lords Commissioners for the union of the two kingdoms:",,"London : printed and sold by J. Morphew,",,
, Ecco-Unfinished,K007721.000,,CW107810721,,,,N12605,,"Darwin, Erasmus, 1731-1802.",1800,"Phytologia: or the philosophy of agriculture and gardening. With the theory of draining morasses and with an improved construction of the drill plough. By Erasmus Darwin, ...",,"Dublin : printed for P. Byrne,",,
, Ecco-Unfinished,K008177.000,,CW112519707,,,,N13272,,"Blair, Hugh, 1718-1800.",1747,"The resurrection: a poem: In three parts. By William Douglas, M.D. ...",,"London : printed for, and sold by G. Strahan, R. Hett, R. Dodsley, G. Lewis, and J. Brindley,",,
, Ecco-Unfinished,K009732.000,,CW107724353,,,,N15457,,"Ellis, Thomas.",1715,A brief history of the pacifick campaign in Flanders: anno 1712. And of the fatal cessation of arms. Shewing the traiterous steps then taken; ... By an officer in the army.,,"London : printed for J. Brker [sic],",,
, Ecco-Unfinished,K009856.000,,CW110436916,,,,N15637,,"Stevens, George Alexander, 1710-1784.",1755,"The birth-day of folly: an heroi-comical poem, by Peter: with notes variorum, for the illustration of historical passages relating to the hero of the poem, and other remarkable personages.",,"London : printed for M. Cooper,",,
, Ecco-Unfinished,K010844.000,,CW104995102,,,,N17719,,"Defoe, Daniel, 1661?-1731.",1712,The Highland visions: or the Scots new prophecy: declaring in twelve visions what strange things shall come to pass in the year 1712. ...,,"London : printed for J. Baker,",,
, Ecco-Unfinished,K011043.000,,CW116554502,,,,N18231,,"Cumberland, Richard, 1732-1811.",1789,"The impostors: a comedy. Performed at the Theatre Royal Drury Lane. By Richard Cumberland, Esq.",,"Dublin : printed for H. Chamberlain, R. Moncrieffe, W. Colles, W. Gilbert, G. Burnet, [and 8 others in Dublin],",,
, Ecco-Unfinished,K011485.000,,CW112303618,,,,N19260,,"Defoe, Daniel, 1661?-1731.",1701,"The livery man's reasons: why he did not give his vote for a certain gentleman, either to be Lord Mayor; or, parliament man for the City of London.",,"London : printed in the year,",,
, Ecco-Unfinished,K011491.000,,CW106498548,,,,N19272,,"Cumberland, Richard, 1732-1811.",1792,"The natural son: A comedy, by Richard Cumberland, Esq. Adapted for theatrical representation, as performed at the Theatres-Royal, Drury-Lane and Covent-Garden. Regulated from the prompt-books, by permission of the managers. ...",,"London : printed for the proprietors, under the direction of John Bell,",,
, Ecco-Unfinished,K011987.000,,CW104692327,,,,N20357,,"Gerard, Alexander, 1728-1795.",1755,Plan of education in the Marischal College and University of Aberdeen: with the reasons of it. Drawn up by order of the faculty.,,"Aberdeen : printed by James Chalmers,",,
, Ecco-Unfinished,K012397.000,,CW117132541,,,,N21148,,"Stevens, George Alexander, 1710-1784.",1780,"The songs, &c. in The cabinet of fancy: or, Evening exhibition: As it is performed at the Theatre-Royal in the Hay-market.",,"London : printed for R. Snagg,",,
, Ecco-Unfinished,K012484.000,,CW112316412,,,,N21247,,"Congreve, William, 1670-1729.",1752,"Poems upon several occasions: To which are prefix'd, The judgment of Paris, a masque; and, Semele, an opera. By William Congreve.",,"Dublin : printed for Peter Wilson,",,
, Ecco-Unfinished,K012894.000,,CW112318822,,,,N22059,,"Defoe, Daniel, 1661?-1731.",1729 [1728],"Second thoughts are best: or, a further improvement of a late scheme to prevent street robberies: ... with some thoughts for suppressing robberies in all the publick roads of England, ... By Andrew Moreton, ...",,"London : printed for W. Meadows; and sold by J. Roberts,",,
, Ecco-Unfinished,K013085.000,,CW112314844,,,,N22463,,"Aulnoy, Madame d' (Marie-Catherine), 1650 or 51-1705.",1708,"Secret memoirs of the Duke and Dutchess of O::::: intermix'd with the amorous intrigues and adventures of the most eminent princes of the court of France. Written by Madam d'Aunoy, author of The ladies travels into Spain. Made English from the Paris edition:",,"London : printed for S. B. R. Burrough and J. Baker E. Curll, E. Sanger, and A. Collins, and sold by J. Morphew,",,
, Ecco-Unfinished,K013438.000,,CW105413830,,,,N23146,,"Defoe, Daniel, 1661?-1731.",1708],"Scotland in danger: or, a serious enquiry into the dangers which Scotland has been in, is now in, or may be in since the union: with some humble proposals for the remedy.",,"[Edinburgh : printed by the heirs and successors of Andrew Anderson,",,
, Ecco-Unfinished,K013718.000,,CW106502777,,,,N23603,,"Colman, George, 1732-1794.",1776,"The spleen, or, Islington Spa: a comick piece, of two acts. As it is performed at the Theatre Royal, in Drury-Lane. By George Colman.",,"Dublin : printed for Messrs. Price, Corcoran, Chamberlain, Burrowes, J. Hoey [and 16 others in Dublin],",,
, Ecco-Unfinished,K014065.000,,CW107656899,,,,N24529,,"Defoe, Daniel, 1661?-1731.",1711,"The succession of Spain consider'd: or, a view of the several interests of the princes and powers of Europe, as they respect the succession of Spain and the Empire.",,"London : printed, and sold by J. Baker,",,
, Ecco-Unfinished,K014337.000,,CW107632476,,,,N25142,,"Reynolds, Frederick, 1764-1841.",1797,"The will: a comedy, in five acts: As it is performed at the Theatre-Royal, Drury-Lane. Third edition. By Frederick Reynolds.",,"Dublin : printed by John Rice,",,
, Ecco-Unfinished,K014401.000,,CW118993043,,,,N25300,,"Defoe, Daniel, 1661?-1731.",1714,"The weakest go to the wall: or the dissenters sacrific'd by all parties: being a true state of the dissenters case, as it respects either high-church or low-church.",,"London : printed for J. Baker,",,
, Ecco-Unfinished,K014506.000,,CW116518558,,,,N25596,,"Cumberland, Richard, 1732-1811.",1795,"The wheel of fortune: a comedy. Performed at the Theatre-Royal, Drury-Lane. By Richard Cumberland, Esq.",,"Dublin : printed by William Porter, for P. Wogan, P. Byrne, J. Boyce, J. Jones, [and 4 others in Dublin],",,
, Ecco-Unfinished,K014692.000,,CW107747759,,,,N26021,,"Andrews, Miles Peter, d. 1814.",1779,"Songs, trios, duetts and chorusses, in the comic opera of Summer amusement: or, an adventure at Margate. As it is performed at the Theatre-Royal in the Hay-market.",,"London : printed for T. Cadell,",,
, Ecco-Unfinished,K016035.001,,CW116997513,,,,N30972,,"Aulnoy, Madame d' (Marie-Catherine), 1650 or 51-1705.",1774,"The Earl of Douglas: an English story. From the French of the Countess D'Anois. In three volumes. By the translator of Dorval; Observations on the Greeks; Christiana, Queen of Sweden, &c, &c. ... [pt.1]",,"Lynn : printed by W. Whittingham; and sold by R. Baldwin, London,",,
, Ecco-Unfinished,K016035.002,,CW116997513,,,,N30972,,"Aulnoy, Madame d' (Marie-Catherine), 1650 or 51-1705.",1774,"The Earl of Douglas: an English story. From the French of the Countess D'Anois. In three volumes. By the translator of Dorval; Observations on the Greeks; Christiana, Queen of Sweden, &c, &c. ... [pt.2]",,"Lynn : printed by W. Whittingham; and sold by R. Baldwin, London,",,
, Ecco-Unfinished,K016035.003,,CW116997513,,,,N30972,,"Aulnoy, Madame d' (Marie-Catherine), 1650 or 51-1705.",1774,"The Earl of Douglas: an English story. From the French of the Countess D'Anois. In three volumes. By the translator of Dorval; Observations on the Greeks; Christiana, Queen of Sweden, &c, &c. ... [pt.3]",,"Lynn : printed by W. Whittingham; and sold by R. Baldwin, London,",,
, Ecco-Unfinished,K016122.000,,CW116095615,,,,N31309,,"Lillo, George, 1693-1739.",1762,Fatal curiosity: a true tragedy. By Mr. Lillo.,,"London : printed for T. Davies,",,
, Ecco-Unfinished,K016346.000,,CW111766111,,,,N32640,,"Andrews, Miles Peter, d. 1814.",1788,"Belphegor: or, the wishes. A comic opera: as it is acted at the Theatre-Royal, Smoke-Alley.",,"[Dublin] : Printed for the booksellers,",,
, Ecco-Unfinished,K016493.000,,CW117144477,,,,N33025,,"Defoe, Daniel, 1661?-1731.",1723,"The history and remarkable life of the truly honourable Col. Jacque: commonly call'd Col. Jack, who was born a gentleman, put 'prentice to a pick-pocket, was six and twenty years a thief, and then kidnapp'd to Virginia. Came back a merchant, married four wives, and five of them prov'd whores; ...",,"London : printed, and sold by J. Brotherton; T. Payne; W. Mears, and A. Dodd; W. Chetwood; J. Graves; S. Chapman, and J. Stagg,",,
, Ecco-Unfinished,K017106.000,,CW104792656,,,,N36606,,"Defoe, Daniel, 1661?-1731.",[1713],"The second-sighted Highlander: or, predictions and foretold events: especially about the peace. By the famous Scots Highlander. Being ten new visions for the year 1713:",,"[London] : Printed for, and sold by J. Baker, London,",,
, Ecco-Unfinished,K017251.000,,CW106031088,,,,N37749,,"Whitehead, William, 1715-1785.",1758,"Verses to the people of England: 1758. By William Whitehead, ...",,"London : printed for R. and J. Dodsley; and sold by M. Cooper,",,
, Ecco-Unfinished,K017528.000,,CW106657655,,,,N41820,,"Colman, George, 1732-1794.",1777,"New brooms!: An occasional prelude, as it is performed at the Theatre-Royal, in Crow-Street. By George Colman.",,"Dublin : printed for Messrs. Price, Corcoran, W. Watson, Sheppard, J. Hoey, [and 14 others in Dublin],",,
, Ecco-Unfinished,K017922.000,,CW113891699,,,,N46119,,"Arnold, Cornelius, 1711-1757?",[1752?],Distress: A poetical essay. Humbly inscribed to the Right Honourable John Earl of Radnor. The second edition corrected and enlarged. By Mr. Arnold.,,"London : printed for J. Swan,",,
, Ecco-Unfinished,K018942.000,,CW106549440,,,,N53902,,,1713,The trade of Scotland with France: consider'd in two letters directed to the author of the Mercator.,,"Edinburgh : printed by James Watson,",,
, Ecco-Unfinished,K019234.001,,CW116847952,,,,N63017,,"Thomson, James, 1700-1748.",1768,"The poetical works: of James Thomson, Esq; with his last corrections and additions. ... To which is prefixed, an account of the life and writings of the author. In two volumes. ... [pt.1]",,"London : printed for J. Thomson,",,
, Ecco-Unfinished,K019234.002,,CW116847952,,,,N63017,,"Thomson, James, 1700-1748.",1768,"The poetical works: of James Thomson, Esq; with his last corrections and additions. ... To which is prefixed, an account of the life and writings of the author. In two volumes. ... [pt.2]",,"London : printed for J. Thomson,",,
, Ecco-Unfinished,K019609.000,,CW112538501,,,,N71653,,"Townley, James, Master of the ceremonies at Ramsgate.",1785 - 1807],[Collection of poetical and other trifles by James Townley Esqr. Master of Ceremonies at Ramsgate.]:,,"[Ramsgatæ, ",,
, Ecco-Unfinished,K019611.001,,CW118415293,,,,N71655,,"Blair, Hugh, 1718-1800.",1777 - 1801.,"Sermons: by Hugh Blair, D.D. One of the ministers of the High Church, and Professor of Rhetorick and Belles Lettres in the University, of Edinburgh. [pt.1]",,"Edinburgh : printed for William Creech, Edinburgh; and W. Strahan, and T. Cadell, London,",,
, Ecco-Unfinished,K019611.002,,CW118415293,,,,N71655,,"Blair, Hugh, 1718-1800.",1777 - 1801.,"Sermons: by Hugh Blair, D.D. One of the ministers of the High Church, and Professor of Rhetorick and Belles Lettres in the University, of Edinburgh. [pt.2]",,"Edinburgh : printed for William Creech, Edinburgh; and W. Strahan, and T. Cadell, London,",,
, Ecco-Unfinished,K019611.003,,CW118415293,,,,N71655,,"Blair, Hugh, 1718-1800.",1777 - 1801.,"Sermons: by Hugh Blair, D.D. One of the ministers of the High Church, and Professor of Rhetorick and Belles Lettres in the University, of Edinburgh. [pt.3]",,"Edinburgh : printed for William Creech, Edinburgh; and W. Strahan, and T. Cadell, London,",,
, Ecco-Unfinished,K019611.004,,CW118415293,,,,N71655,,"Blair, Hugh, 1718-1800.",1777 - 1801.,"Sermons: by Hugh Blair, D.D. One of the ministers of the High Church, and Professor of Rhetorick and Belles Lettres in the University, of Edinburgh. [pt.4]",,"Edinburgh : printed for William Creech, Edinburgh; and W. Strahan, and T. Cadell, London,",,
, Ecco-Unfinished,K019611.005,,CW118415293,,,,N71655,,"Blair, Hugh, 1718-1800.",1777 - 1801.,"Sermons: by Hugh Blair, D.D. One of the ministers of the High Church, and Professor of Rhetorick and Belles Lettres in the University, of Edinburgh. [pt.5]",,"Edinburgh : printed for William Creech, Edinburgh; and W. Strahan, and T. Cadell, London,",,
, Ecco-Unfinished,K019851.002,,CW114932759,,,,T71,,,1717,"A collection of the best English poetry, by several hands .... In two vol's octavo: [pt.2]",,"London : printed, and sold by T. Warner,",,
, Ecco-Unfinished,K020163.000,,CW101030252,,,,T569,,"Cumberland, Richard, 1732-1811.",1785,Character of the late Lord Viscount Sackville:,,"London : printed for C.Dilly,",,
, Ecco-Unfinished,K020285.000,,CW112252254,,,,T768,,"Cumberland, Richard, 1732-1811.",1765,The summer's tale: A musical comedy of three acts. As it is performed at the Theatre Royal in Covent-Garden.,,"London : printed for J. Dodsley, W. Johnston; and J. Walter,",,
, Ecco-Unfinished,K020286.000,,CW110565648,,,,T769,,"Cumberland, Richard, 1732-1811.",1784,The carmelite: a tragedy. Performed at the Theatre Royal Drury Lane.,,"London : printed for C.Dilly; and G.Nicol,",,
, Ecco-Unfinished,K020287.000,,CW110244750,,,,T770,,"Colman, George, 1732-1794.",1770,"The Oxonian in town: A comedy, in two acts, as it is performed at the Theatre Royal in Covent Garden.",,"London : printed for T. Becket and Co; and R. Baldwin,",,
, Ecco-Unfinished,K020288.000,,CW110144017,,,,T771,,"Colman, George, 1732-1794.",1770,"Man and wife; or, the Shakespeare Jubilee: A comedy, of three acts, as it is performed at the Theatre Royal in Covent Garden.",,"London : printed for T. Becket and Co.; and R. Baldwin,",,
, Ecco-Unfinished,K020304.000,,CW114507416,,,,T788,,"Colman, George, 1762-1836.",1789,"The family party; a comic piece, in two acts, as acted at the Theatre Royal, Haymarket:",,"London : printed for J. Debrett,",,
, Ecco-Unfinished,K020344.000,,CW101595342,,,,T828,,,1704,"Moderation maintain'd, in defence of A compassionate enquiry into the causes of the civil war, &c. In a sermon preached ... by White Kennet,:",,"London : printed in the year,",,
, Ecco-Unfinished,K020426.000,,CW105353337,,,,T933,,"Barbauld, Mrs. (Anna Letitia), 1743-1825.",1792,"Civic sermons to the people. Number I. Nay, why even of yourselves, judge ye not what is right:",,"London : printed for J. Johnson,",,
, Ecco-Unfinished,K020427.000,,CW118281000,,,,T934,,"Barbauld, Mrs. (Anna Letitia), 1743-1825.",1792,Civic sermons to the people. Number II. From mutual wants springs mutual happiness:,,"London : printed for J. Johnson,",,
, Ecco-Unfinished,K020906.000,,CW110245370,,,,T1551,,"Colman, George, 1732-1794.",1774,The man of business: a comedy. As it is acted at the Theatre-Royal in Covent-Garden. By George Colman.,,"London : printed for T. Becket,",,
, Ecco-Unfinished,K021000.000,,CW114251799,,,,T1752,,"Cumberland, Richard, 1732-1811.",1761,"The banishment of Cicero: A tragedy. By Richard Cumberland, Esq;.",,"London : printed for J. Walter,",,
, Ecco-Unfinished,K021262.000,,CW113792825,,,,T2093,,"Foote, Samuel, 1720-1777.",1770,"The lame lover: a comedy in three acts. As it is performed at the Theatre-Royal in the Hay-Market. By Samuel Foote, Esq.",,"London : printed for Paul Vaillant: and sold by P. Elmsly; and Robinson and Roberts,",,
, Ecco-Unfinished,K021264.000,,CW109973389,,,,T2096,,"Andrews, Miles Peter, d. 1814.",1784,"The reparation, a comedy: As performed at the Theatre-Royal in Drury-Lane. By Miles Peter Andrews, Esq.",,"London : printed for T. and W. Lowndes,",,
, Ecco-Unfinished,K021269.000,,CW106674019,,,,T2102,,"Andrews, Miles Peter, d. 1814.",1781,"Dissipation: A comedy, in five acts; as it is performed at the Theatre-Royal, in Drury-Lane. By Miles Peter Andrews, Esq.",,"London : printed for T. Becket,",,
, Ecco-Unfinished,K021454.000,,CW115429521,,,,T2383,,"Lillo, George, 1693-1739.",1740,"Elmerick: or, justice triumphant. A tragedy. As it is acted at the Theatre Royal in Drury-Lane. By Mr. Lillo.",,"London : printed for John Gray,",,
, Ecco-Unfinished,K021508.000,,CW110780893,,,,T2447,,"Andrews, Miles Peter, d. 1814.",1790,"Better late than never: a comedy. In five acts. As performed at the Theatre-Royal Drury-Lane. By Miles Peter Andrews, Esq.",,"London : printed for J. Ridgway,",,
, Ecco-Unfinished,K021528.000,,CW113646880,,,,T2473,,"Smollett, Tobias George, 1721-1771.",1757,"The reprisal: or, the tars of Old England: A comedy of two acts, as it is performed at the Theatre Royal in Drury-Lane.",,"London : printed for R. Baldwin,",,
, Ecco-Unfinished,K021529.000,,CW114507625,,,,T2474,,"Sheridan, Frances Chamberlaine, 1724-1766.",1764,"The dupe, a comedy. As it is now acting at the Theatre-Royal in Drury-Lane, by His Majesty's servants. By the author of The discovery:",,"London : printed for A. Millar,",,
, Ecco-Unfinished,K021837.000,,CW124435712,,,,T2984,,"Cibber, Theophilus, 1703-1758.",1740,"The tryals of two causes, between Theophilus Cibber, gent. plaintiff, and William Sloper, Esq; defendant. The first for criminal conversation. The second, for detaining the plaintiff's wife:",,"London : printed for T. Trott,",,
, Ecco-Unfinished,K022446.000,,CW110014334,,,,T4571,,"Whitehead, William, 1715-1785.",1743,"An essay on ridicule. By Mr. William Whitehead,:",,"London : printed for R. Dodsley; and sold by M. Cooper,",,
, Ecco-Unfinished,K022551.000,,CW110244536,,,,T4682,,"Colman, George, 1732-1794.",1767,The English merchant: a comedy. As it is acted at the Theatre-Royal in Drury-Lane. By George Colman.,,"London : printed for T. Becket and P.A. De Hondt; and R. Baldwin,",,
, Ecco-Unfinished,K022554.000,,CW113132511,,,,T4685,,"Colman, George, 1762-1836.",1788,"Ways and means: or, a trip to Dover. A comedy, in three acts, as it is performed at the Theatre-Royal, Hay-Market. Written by George Colman, Junior. First acted July 10, 1788.",,"London : printed for G.G.J. and J. Robinson,",,
, Ecco-Unfinished,K022556.000,,CW117024816,,,,T4690,,"Colman, George, 1762-1836.",[1799],"Feudal times: or, the banquet-gallery : a drama, in two acts. First represented at the Theatre-Royal, Drury-Lane, on Saturday, Jan. 19th. 1799. Written by George Colman, the younger.",,"London : printed by T. Woodfall; for Messrs. Cadell and Davies,",,
, Ecco-Unfinished,K022939.002,,CW115091181,,,,T5432,,"Pope, Alexander, 1688-1744.",1751,"The works of Alexander Pope Esq. In nine volumes complete. With his last corrections, additions, and improvements; ... Together with the commentaries and notes of Mr. Warburton: [pt.2]",,"London : printed for J. and P. Knapton, H. Lintot, J. and R. Tonson, and S. Draper,",,
, Ecco-Unfinished,K022939.003,,CW115091181,,,,T5432,,"Pope, Alexander, 1688-1744.",1751,"The works of Alexander Pope Esq. In nine volumes complete. With his last corrections, additions, and improvements; ... Together with the commentaries and notes of Mr. Warburton: [pt.3]",,"London : printed for J. and P. Knapton, H. Lintot, J. and R. Tonson, and S. Draper,",,
, Ecco-Unfinished,K022939.004,,CW115091181,,,,T5432,,"Pope, Alexander, 1688-1744.",1751,"The works of Alexander Pope Esq. In nine volumes complete. With his last corrections, additions, and improvements; ... Together with the commentaries and notes of Mr. Warburton: [pt.4]",,"London : printed for J. and P. Knapton, H. Lintot, J. and R. Tonson, and S. Draper,",,
, Ecco-Unfinished,K022939.005,,CW115091181,,,,T5432,,"Pope, Alexander, 1688-1744.",1751,"The works of Alexander Pope Esq. In nine volumes complete. With his last corrections, additions, and improvements; ... Together with the commentaries and notes of Mr. Warburton: [pt.5]",,"London : printed for J. and P. Knapton, H. Lintot, J. and R. Tonson, and S. Draper,",,
, Ecco-Unfinished,K022939.006,,CW115091181,,,,T5432,,"Pope, Alexander, 1688-1744.",1751,"The works of Alexander Pope Esq. In nine volumes complete. With his last corrections, additions, and improvements; ... Together with the commentaries and notes of Mr. Warburton: [pt.6]",,"London : printed for J. and P. Knapton, H. Lintot, J. and R. Tonson, and S. Draper,",,
