"Frith, John, 1503-1533,Armstrong, Thomas, bookbinder,Mierdman, Steven, active 1551, printer",1546-01-01T00:00:00Z,bokemadebyiohnfr00frit,eng,"A boke made by Iohn Fryth prysoner in the Tower of London : answerynge vnto M. Mores letter, which he wrote agaynst the fyrste lytle treatyse that Iohn Fryth made concernynge the sacramente of the body and bloode of Christ : vnto whiche boke are added in the ende the artycles of hys examynacyon before the byshoppes ... for whyche Iohn Fryth was condempned and after brente ... the fourth daye of Iuly. anno. 1533"
"Arnold de Villa Nova,Lacinio, Giano",1546-01-01T00:00:00Z,SummaryRosary,English,Summary of the Rosary
"Marcourt, Antoine de, -approximately 1560,Viret, Pierre, 1511-1571, attributed name,Vingle, Pierre de, attributed name,Day, John, 1522-1584, printer",1547-01-01T00:00:00Z,declarationofmas00marc,eng,"A declaration of the masse : the fruyte therof the cause [and] the meane, wherfore and howe it oughte to be maynteyned : newely perused and augmented by the fyrst author therof, Mayster Anthony Marcort at Geneue : translated newly out of Frenche into Englyshe"
"Church of England,Grafton, Richard, -1572? printer,England and Wales. Sovereign (1547-1553 : Edward VI),Bernard Quaritch (Firm), former owner. MB",1547-01-01T00:00:00Z,iniunccionsgeuen00chur,eng,"Iniunccions geue[n] by the Moste Excellent Prince, Edward the Sixte, by the grace of God, Kyng of England, Frau[n]ce and Irelande, defendor of the faythe, and in earthe vnder Christ, of the Churche of Englande and of Ireland, the supreme hedde, to all and singuler his louyng subiectes, aswell of the clergie, as of the laietie"
"Marguerite, Queen, consort of Henry II, King of Navarre, 1492-1549,Bale, John, 1495-1563, editor,Straten, Derick van der, -1555, printer,Elizabeth I, Queen of England, 1533-1603, translator,Inglis, Cornelius, former owner. MB,Pratt, W., binder. MB,Bernard Quaritch (Firm), former owner. MB",1548-01-01T00:00:00Z,godlymedytacyono00marg,eng,"A godly medytacyon of the Christen sowle, concerninge a loue towardes God and hys Christe"
"Erasmus, Desiderius, 1469-1536",1548-01-01T00:00:00Z,ParaphraseofErasmusVolume1,English,The First tome or volume of the Paraphrase of Erasmus vpon the newe testamente
"Church of England,Whitchurch, Edward, -1561, printer,Cranmer, Thomas, 1489-1556, editor,Gott, William, former owner,Bedford, Francis, 1799-1883, binder",1549-01-01T00:00:00Z,bookeofcommonpra00chur_1,eng,The booke of the common prayer and administracion of the sacramentes : and other rites and ceremonies of the Churche : after the vse of the Churche of England
"Church of England,Grafton, Richard, -1572? printer,Cranmer, Thomas, 1489-1556, editor,Westmorland, Mildmay Fane, Earl of, 1601-1666, former owner,Bullock, J.F.W., former owner",1549-01-01T00:00:00Z,bookeofcommonpra00chur_2,eng,The booke of the common praier and administracion of the sacramentes : and other rites and ceremonies of the Churche : after the use of the Churche of Englande
"Cranmer, Thomas, 1489-1556",1550-01-01T00:00:00Z,defenceoftruecat00cran,eng,"A defence of the true and catholike doctrine of the sacrament of the body and bloud of our sauiour Christ : with a confutation of sundry errors concernyng the same, grounded and stablished upon Godes holy woorde & approved by ye consent of the moste auncient doctors of the churche"
,1550-11-11T00:00:00Z,TheHolyBibleKingJamesVersion.rar,eng,The Holy Bible King James Version.rar
,1551-01-01T00:00:00Z,byblethatistosay01lond,eng,"The Byble : that is to saye, all the holye Scripture, in whiche are contayned the olde and new Testament : truly and purely translated into Englishe : & now lately with great industry & diligence recognysed .."
,1551-01-01T00:00:00Z,byblethatistosay02lond,eng,"The Byble : that is to saye, all the holye Scripture, in whiche are contayned the olde and new Testament : truly and purely translated into Englishe : & now lately with great industry & diligence recognysed .."
"Copland, William, -1568 or 1569, printer",1552-01-01T00:00:00Z,2285078R.nlm.nih.gov,eng,"Here beginneth the seinge of urynes, of all the coloures that urynes be of : wyth the medecynes annexed to everye uryne, and every uryne hys urynall muche profytable for every men to knowe"
"Münster, Sebastian, 1489-1552,Eden, Richard, 1521?-1576",1553-01-01T00:00:00Z,treatyseofnewein00mnst,eng,"A treatyse of the newe India, with other new founde landes and ilandes, aswell eastwarde as westwarde, as they are knowen and found in these oure dayes, after the descripcion of Sebastian Munster in his boke of vniuersall cosmographie : wherin the diligent reader may see the good successe and rewarde of noble and honeste enterpryses, by the which not only worldly ryches are obtayned, but also God is glorified, & the Christian fayth enlarged."
"Boemus, Joannes, approximately 1485-1535,Waterman, William, active 1555?",1555-01-01T00:00:00Z,fardleoffacionsc00boem,eng,"The fardle of facions conteining the aunciente maners, customes, and lawes, of the peoples enhabiting the two partes of the earth, called Affrike and Asie"
"Bonner, Edmund, 1500?-1569",1555-01-01T00:00:00Z,profitablenecess00bonn,eng,A profitable and necessarye doctryne : with certayne homelies adioyned therunto
"Erasmus, Desiderius, -1536,Chaloner, Thomas, Sir, 1521-1565, translator,Berthelet, Thomas, printer, attributed name,Powell, Thomas, active 1556-1563, printer,Parsons, George, autographer,Barton, Thomas Pennant, 1803-1869, former owner",1557-01-01T00:00:00Z,praiseoffoliemor00eras,eng,The praise of folie = Moriae encomium
"Knox, John, 1505-1572",1558-01-01T00:00:00Z,appellationofioh00knox,eng,"The appellation of Iohn Knoxe from the cruell and most iniust sentence pronounced against him by the false bishopes and cledgie of Scotland : with his supplication and exhortation to the nobilitie, estates, and comunaltie of the same realme"
Benvenuto Cellini,1559-01-01T00:00:00Z,autobiographyofb005338mbp,eng,The_Autobiography_Of_Benvenuto_Cellini
Benvenuto Cellini,1559-01-01T00:00:00Z,autobiographyofb017435mbp,eng,The_Autobiography_Of_Benvenuto_Cellini
Amato Lusitano,1560-01-01T00:00:00Z,curationummedic00lusigoog,eng,"Curationum medicinalium Amati Lusitani... Centuriae duae, quinta videlicet ..."
Marcello Palingenio Stellato,1560-01-01T00:00:00Z,firstethrebokes00stelgoog,English,The Firste Thre Bokes of the Most Chritiã Poet Marcellus Palingenius [pseud.] Called the Zodyake ...
"Parker, Matthew, 1504-1575,Parker, Matthew, 1504-1575. Psalms of David",1560-01-01T00:00:00Z,whortran00park,eng,The whole Psalter translated into English metre : which contayneth an hundred and fifty Psalmes ; the first quinquagene
William Thomas,1561-01-01T00:00:00Z,bub_gb_v_ydUTitj4AC,English,"The historye of Italye. Vvylliam Thomas. A booke exceding profitable to be red because it intreateth of the astate of many adn dyuers common weales, how they haue bene, and now be gouerned"
"Calvin, Jean, 1509-1564",1561-01-01T00:00:00Z,fouregodlyesermo00calv,eng,"Foure Godlye sermons agaynst the pollution of idolatries : comforting men in persecutions, and teachyng them what commodities thei shal find in Christes church : which were preached in French by the moste famous clarke Jhon Calvyne : and translated fyrst into Latine and afterward into Englishe by divers Godly learned men"
"Thomas, William, d. 1554,Adams, John, 1735-1826, former owner. MB (BRL),John Adams Library (Boston Public Library) MB (BRL)",1561-01-01T00:00:00Z,historyeofitalye00thom,eng,"The historye of Italye : a booke exceding profitable to be red: because it intreateth of the astate of many and dyuers common weales, how they haue bene, and now be gouerned"
"Calvin, Jean, 1509-1564",1561-01-01T00:00:00Z,institutionofchr1561calv,eng,The institution of christian religion
"Chaucer, Geoffrey, -1400,Thynne, William, -1546, editor,Stow, John, 1525?-1605, editor,Kingston, John, active 1553-approximately 1584, printer,Wight, John, -1589, bookseller,Lydgate, John, 1370?-1451? Siege of Thebes,Henryson, Robert, 1430?-1506? Testament of Cresseid,Bolton, Edward, former owner,Nathan, Alfred, former owner,Huntington, Henry Edwards, 1850-1927, former owner,Poor, Henry W. (Henry William), 1844-1915, former owner,Anderson Galleries, Inc., auctioneer",1561-01-01T00:00:00Z,woorkesofgeffrey00chau,eng,The woorkes of Geffrey Chaucer
"Wilson, Thomas, 1525?-1581,Erasmus, Desiderius, -1536. Matrimonii encomium. English,Kingston, John, active 1553-approximately 1584, printer,Lilly, Joseph, 1804-1870, bookseller,Barton, Thomas Pennant, 1803-1869, former owner,Riviere, Robert, 1808-1882, binder,Terry, Henry, former owner",1562-01-01T00:00:00Z,arteofrhetorique00wils,eng,The arte of rhetorique : for the use of all soche as are studious of eloquence
"Ninian Winzet, James King Hewison, Vincent",1562-01-01T00:00:00Z,certaintractate00vincgoog,English,"Certain Tractates: Together with the Book of Four Score Three Questions, & a Translation of ..."
"Latimer, Hugh, 1485?-1555",1562-01-01T00:00:00Z,certayngodlyserm00lati,eng,Certayn godly sermons made uppon the Lords prayer
"Gale, Thomas, 1507-1587,Hall, Rowland, d. 1563, printer",1563-01-01T00:00:00Z,certainevvorkeso00gale,eng,Certaine vvorkes of chirurgerie
Donato Antonio d ' Altomare,1563-01-01T00:00:00Z,donatiantoniiab00altogoog,eng,Donati Antonii ab Altomari... De medendis humani corporis malis ars medica...
,1565-01-01T00:00:00Z,2292056R.nlm.nih.gov,eng,"Here begynneth a good booke of medecines called, The treasure of poore men"
"Stapleton, Thomas, 1535-1598,Bede, the Venerable, Saint, 673-735. Historia ecclesiastica gentis Anglorum,Laet, Jean, approximately 1525-approximately 1567, printer,Mudie, C. E., 1818-1890, binder",1565-01-01T00:00:00Z,fortresseoffaith00stap,eng,"A fortresse of the faith : first planted amonge vs Englishmen, and continued hitherto in the vniuersall church of Christ, the faith of which time Protestants call Papistry"
"Norton, Thomas, 1532-1584,Dorset, Thomas Sackville, Earl of, 1536-1608",1565-01-01T00:00:00Z,tragedieofgorbod00nortrich,eng,The tragedie of Gorboduc
"Jones, John, physician",1566-01-01T00:00:00Z,dialforallaguesc00jone,eng,"A dial for all agues : conteininge the names in Greeke, Latten, and Englyshe, with the diversities of them, symple and compounde, proper and accident, definitions, devisions, causes, and signes, comenly hetherto knowen : very profitable for al men"
"Nowell, Alexander, 1507-1602",1566-01-01T00:00:00Z,redorma00nowe,eng,The reproufe of M. Dorman : his proufe of certaine articles in religion &c.
,1568-01-01T00:00:00Z,DispositionsoftheWeathers1568,eng,"A Progno stication, or declarationof the mutacios and dispositions of the weathers"
,1568-01-01T00:00:00Z,holiebiblecontey00lond,English.,The Holie Bible : conteynyng the Olde Testament and the Newe
"Hemmingsen, Niels",1569-01-01T00:00:00Z,den-kbd-pil-130017618076-001,eng,"A Postill, or Exposition of the Gospels that are vsually red in the churches of God, vpon the Sundayes and Feast dayes of Saincts, Written by Nicolas Heminge, and translated into English by Arthur Golding"
"Hemmingsen, Niels",1569-01-01T00:00:00Z,den-kbd-pil-130017618084-001,eng,"A Postill, or Exposition of the Gospels that are vsually red in the churches of God, vpon the Sundayes and Feast dayes of Saincts, Written by Nicolas Heminge, and translated into English by Arthur Golding"
"Wilson, John",1569-01-01T00:00:00Z,selectayresdialo0000wils,English,"Select ayres and dialogues for one, two, and three voyces : to the theorbo-lute or basse-viol"
"Hemmingsen, Niels",1570-01-01T00:00:00Z,den-kbd-pil-130017618092-001,eng,"A Postill, or Exposition of the Gospels that are vsually red in the churches of God, vpon Sundayes and Feast dayes of Saincts, written by Nicolas Heminge, and translated into English by Arthur Golding"
"Hemmingsen, Niels",1570-01-01T00:00:00Z,den-kbd-pil-130017618106-001,eng,"A Postill, or Exposition of the Gospels that are vsually red in the churches of God, vpon Sundayes and Feast dayes of Saincts, written by Nicolas Heminge, and translated into English by Arthur Golding"
"Hemmingsen, Niels",1570-01-01T00:00:00Z,den-kbd-pil-130017618114-001,eng,"A Postill, or Exposition of the Gospels that are vsually red in the churches of God, vpon Sundayes and Feast dayes of Saincts, written by Nicolas Heminge, and translated into English by Arthur Golding"
"Justinus, Marcus Junianus,Golding, Arthur, 1536-1606, translator,Trogus, Pompeius. Historiae Philippicae,Marsh, Thomas, active 1554-1587, printer,Small, Reginald, former owner,Bradford Public Library, former owner",1570-01-01T00:00:00Z,thabridgementeof00just,eng,Thabridgemente of the histories of Trogus Pompeius
"Foxe, John, 1516-1587., ed,Parker, Matthew, 1504-1575,Day, John, 1522-1584., printer",1571-01-01T00:00:00Z,gospelsoffowereu00foxe,"eng,ang","The gospels of the fower Euangelistes : translated in the olde Saxons tyme out of Latin in the vulgare toung of the Saxons, newly collected out of auncient monumentes of the sayd Saxons, and now published for testimonie of the same"
"Baldwin, William, approximately 1518-1563?, author,Marsh, Thomas, active 1554-1587, printer,Gibbs, Henry Hucks, 1819-1907, former owner",1571-01-01T00:00:00Z,myrrourformagist00bald,eng,"A myrrour for magistrates : wherein may be seene by examples passed in this realme, with howe greueous plagues, vyces are punished in great princes and magistrates, and how frayle and vnstable worldly prosperity is founde, where fortune seemeth moste highly to fauour"
"Calvin, Jean, 1509-1564",1571-01-01T00:00:00Z,psalmesofdavidot00calv,eng,The psalmes of David and others : with M. John Calvins commentaries
"Bossewell, John, heraldic writer,Legh, Gerard, d. 1563. Accedence of armorie",1572-01-01T00:00:00Z,workesofarmoried00boss,eng,"Workes of armorie : deuyded into three bookes, entituled, the Concordes of armorie, the Armorie of honor, and of Coates and creastes"
"Machiavelli, Niccolo?, 1469-1527,Williamson, William, active 1571-1575?, printer,Wight, John, -1589, publisher,Whitehorne, Peter. Certaine vvayes for the ordering of souldiours in battelray & settyng of battayles,Beard, John, former owner,Root & Son, binder",1573-01-01T00:00:00Z,arteofwarre00mach,eng,The arte of warre
"Whitehorne, Peter,Williamson, William, active 1571-1575?, printer,Wight, John, -1589, publisher",1573-01-01T00:00:00Z,certainevvayesfo00whit,eng,"Certaine vvayes for the ordering of souldiours in battelray, and setting of battayles, after diuers fashions with their maner of marching : and also fugures [sic] of certayne newe plattes for fortification of townes : and moreouer, howe to make saltpeter, gunpouder and diuers sortes of fireworkes or wilde fyre, with other thinges appertayning to the warres"
"Bullinger, Heinrich, 1504-1575,Daus, John, fl. 1561",1573-01-01T00:00:00Z,hvndredsermonsvp00bull,eng,"A hvndred sermons vppon the Apocalipse of Iesu Christ, reueiled by the angell of the Lord, but seeene or receiuec and written by the holy apostle and euagelist S. Iohn"
,1573-01-01T00:00:00Z,verypropertreati00lond,eng,"A very proper treatise, wherein is briefly sett forthe the arte of limming, which teacheth the order in drawing & tracing of letters, vinets, flowers, armes and imagery ... neuer put in printe before this time"
"Tyndale, William, d. 1536,Frith, John, 1503-1533,Barnes, Robert, 1495-1540,Foxe, John, 1516-1587,Day, John, 1522-1584, printer",1573-01-01T00:00:00Z,wholeworkesofwty00tynd,eng,"The whole workes of W. Tyndall, Iohn Frith, and Doct. Barnes : three worthy martyrs and principall teachers of this Churche of England"
"Baret, John, -1580?,Denham, Henry, -1589? printer,Rothwell, James, former owner,Stonhewer, Joshua, former owner,Roger, James W., former owner,Burra, James S., former owner,Hardmand, John, autographer",1574-01-01T00:00:00Z,aluearieortriple00bare,eng,"An aluearie, or, Triple dictionarie in Englishe, Latin, and French .."
"Baker, George, 1540-1600,Brèche, Jean, ca. 1514-ca. 1583,Galen. De compositione medicamentorum per genera",1574-01-01T00:00:00Z,compositionormak00bake,eng,"The composition or making of the moste excellent and pretious oil called oleum magistrale : first published by the commaundement of the King of Spain, vvith the maner hovv to apply it particulerly ... also the third book of Galen of curing of pricks and wounds of sinowes. A method for curing of vvounds in the joynts, and the maner how to place them. A breef gathering togither of certain errours which the common chirurgians dayly use ..."
"Hemmingsen, Niels",1574-01-01T00:00:00Z,den-kbd-pil-130018149436-001,eng,"A Postill, or Exposition of the Gospels that are usually red in the churches of God, upon the Sundayes and Feast dayes of Saincts, written by Nicolas Heminge ..., And translated into English by Arthur Golding"
"Calvin, Jean, 1509-1564,Norton, Thomas",1574-01-01T00:00:00Z,institutionofchr1574calv,eng,The Institution of Christian religion
"Cataneo, Girolamo,Grantham, Henry, active 1571-1587, translator,Williamson, William, active 1571-1575?, printer,Wight, John, -1589, publisher",1574-01-01T00:00:00Z,mostbriefetables00cata,eng,"Most briefe tables to knovve redily hovve manye ranckes of footemen armed with corslettes as vnarmed go to the making of a iust battayle, from an hundred vnto twentye thousande : next, a very easye and approued vvay to arme a battaile vvith harkabuzers, and winges of horsemen according to the vse at these daies : nevvly increased and largelye amplified both in the tables, as in the declarations of the same"
"Bale, John, 1495-1563,Studley, John, 1545?-1590?",1574-01-01T00:00:00Z,pageantofpopesco00bale,"eng,lat","The Pageant of popes, contayninge the lyues of all the bishops of Rome, from the beginninge of them to the yeare of grace 1555, deuided into iii. sortes bishops, archbishops, and popes ..."
"Marlorate, Augustine",1574-01-01T00:00:00Z,revelationXIIImarlorate,eng,Revelation XIII
"Calvin, Jean, 1509-1564",1574-01-01T00:00:00Z,sermonsofmasteri00calv,eng,Sermons of Master Iohn Caluin upon the booke of Iob
"Calvin, Jean, 1509-1564",1574-01-01T00:00:00Z,sermonsofmiohnca00calv,eng,Sermons of M. Iohn Calvine upon the Epistle of Saincte Paule to the Galathians
"Sternhold, Thomas, d. 1549,Hopkins, John",1574-01-01T00:00:00Z,wholebookeofpsal1574ster,eng,The Whole booke of Psalmes collected into Englishe metre
"Nicholas Breton , Nathaniel Baxter",1575-01-01T00:00:00Z,asmalehandfullf00baxtgoog,English,A Smale Handfull of Fragrant Flowers: Selected and Gathered Out of the Lovely Garden of Sacred ...
"Mascall, Leonard, -1589, author,Wight, John, -1589, publisher,Denham, Henry, -1589?, printer,Charlewood, John, -1592, printer,Simon, Andre? Louis, 1877-1970, former owner. DNLM,Based on: Brossard, David. Art et manie?re de semer et faire pe?pinie?res de sauvageaux",1575-01-01T00:00:00Z,bookeartemanerh00masc,eng,"A booke of the arte and maner how to plant and graffe all sortes of trees, how to set stones, and sowe pepins, to make wylde trees to graffe on, as also remedies and medicines : with divers other newe practises by one of the Abbey of Saint Vincent in Fraunce practised with his owne handes, deuided into seauen chapters, as hereafter more playnely shall appeare, wyth an addition in the ende of this boke, of certayne Dutch practises"
"Mascall, Leonard, -1589,Wight, John, -1589, bookseller,Denham, Henry, -1589?, printer,Charlewood, John, -1592, printer,Knapp, Arthur M., former owner",1575-01-01T00:00:00Z,bookeofartemaner00masc,eng,"A booke of the arte and maner how to plant and graffe all sortes of trees, how to set stones, and sowe pepins, to make wylde trees to graffe on, as also remedies and medicines : with divers other newe practises by one of the Abbey of Saint Vincent in Fraunce practised with his owne handes, deuided into seauen chapters, as hereafter more playnely shall appeare, wyth an addition in the ende of this boke, of certayne Dutch practises"
"Whittingham, William, d. 1579",1575-01-01T00:00:00Z,brieffd00whit,eng,"A brieff discours off the troubles begonne at Franckford in Germany, Anno Domini 1554 .."
"Rastell, John,-1536,Rastell, William,1508?-1565",1575-01-01T00:00:00Z,expositionso_rast_1575_00,eng,"The expositions of the termes of the lawes of Englande, : with dyuers proper rules and principles of the lawe, as well oute of the bookes of Master Littleton, as of other"
John Caius,1576-01-01T00:00:00Z,englishedoggesd00caiugoog,English,"Of Englishe dogges, drawne into Engl. by A. Fleming"
"John Caius, Abraham Fleming",1576-01-01T00:00:00Z,englishedoggesd00flemgoog,English,"Of Englishe Dogges: The Diuersities, the Names, the Natures, and the Properties"
"Eusebius, of Caesarea, Bishop of Caesarea, ca. 260-ca. 340,Hanmer, Meredith, 1543-1604,Dorotheus, Saint, 255-362, attributed name. aut,Socrates, Scholasticus, ca. 379-ca. 440. Ecclesiastical history. English. aut,Evagrius, Scholasticus, b. 536? Ecclesiastical history. English. aut",1577-01-01T00:00:00Z,aunciente00euse,eng,"The auncient ecclesiasticall histories of the first six hundred yeares after Christ, wrytten in the Greeke tongue by three learned historiographers, Eusebius, Socrates, and Euagrius. Eusebius Pamphilus Bishop of Cæsarea in Palæstina vvrote 10 bookes. Socrates Scholasticus of Constantinople vvrote 7 bookes. Euagrius Scholasticus of Antioch vvrote 6 bookes. VVhereunto is annexed Dorotheus Bishop of Tyrus, of the liues of the prophetes, apostles and 70 disciples. All which authors are faithfully translated out of the Greeke tongue by Meredith Hanmer, Maister of Arte and student in diuinitie. Last of all herein is contayned a profitable chronographie collected by the sayd translator, the title whereof is to be seene in the ende of this volume, with a copious index of the principall matters throughout all the histories"
"Hill, Thomas, approximately 1528-,Bynneman, Henry, -1583, printer",1577-01-01T00:00:00Z,CAT10889940,eng,The gardeners labyrinth
"Hemmingsen, Niels",1577-01-01T00:00:00Z,den-kbd-pil-130018111838-001,eng,"A learned and fruitefull Commentarie vpon the Epistle of James the Apostle ..., written in Latin by Nicholas Hemminge, and nevvly translated into English by VV. G."
"Hemmingsen, Niels",1577-01-01T00:00:00Z,den-kbd-pil-130018111870-001,eng,"A learned and fruitefull Commentarie vpon the Epistle of James the Apostle ..., written in Latin by Nicholas Hemminge, and nevvly translated into English by VV. G."
"Wolfe, Reyner, -1573,Harrison, William, 1534-1593,Stanyhurst, Richard, 1547-1618,Bynneman, Henry, -1583, printer,Harrison, John, -1617, bookseller,Higgs, William Simonds, former owner,Rodd, Thomas, 1796-1849, bookseller,Barton, Thomas Pennant, 1803-1869, former owner",1577-01-01T00:00:00Z,firstevolumeofch01wolf,eng,"The firste volume of the Chronicles of England, Scotlande, and Irelande : conteyning, the description and chronicles of England, from the first inhabiting vnto the conquest : the description and chronicles of Scotland, from the first originall of the Scottes nation, till the yeare of our Lorde 1571 : the description and chronicles of Yrelande, likewise from the firste originall of that nation, vntill the yeare 1547"
